incident_id	incident_datetime	incident_type_primary	latitude	longitude	hour_of_day	day_of_week	
833982757	08/30/2017 11:53:07 PM	WELFARE CHECK	37.35733125	-122.1130241	23	Wednesday	
833982759	08/30/2017 11:49:28 PM	VEHICLE STOP	37.33136007	-121.9946502	23	Wednesday	
833982760	08/30/2017 11:48:41 PM	VEHICLE STOP	37.29015282	-121.9865382	23	Wednesday	
833982762	08/30/2017 11:42:17 PM	VEHICLE STOP	37.00418649	-121.5454295	23	Wednesday	
833982764	08/30/2017 11:39:21 PM	PEDESTRIAN STOP	37.29166311	-121.9909	23	Wednesday	
833982767	08/30/2017 11:28:54 PM	PEDESTRIAN STOP	37.28926635	-121.9936025	23	Wednesday	
833982768	08/30/2017 11:28:20 PM	VEHICLE STOP	37.30364996	-121.8597901	23	Wednesday	
833982769	08/30/2017 11:26:11 PM	VEHICLE STOP	37.28238838	-122.0047402	23	Wednesday	
833982770	08/30/2017 11:23:01 PM	VEHICLE STOP	37.29166311	-121.9909	23	Wednesday	
833982771	08/30/2017 11:22:18 PM	VEHICLE STOP	37.30364996	-121.8597901	23	Wednesday	
833982773	08/30/2017 11:19:01 PM	VEHICLE STOP	37.35629648	-121.8181165	23	Wednesday	
833982774	08/30/2017 11:14:20 PM	VEHICLE BURGLARY	37.33483093	-122.0133641	23	Wednesday	
833982776	08/30/2017 11:07:04 PM	PEDESTRIAN STOP	37.37643681	-121.8940532	23	Wednesday	
833982777	08/30/2017 11:03:49 PM	DISTURBANCE, EXCESSIVE NOISE	37.28272989	-122.018291	23	Wednesday	
833982780	08/30/2017 10:52:53 PM	MEET THE CITIZEN	37.07322247	-121.5936944	22	Wednesday	
833982781	08/30/2017 10:49:13 PM	VEHICLE STOP	37.29450551	-121.9303782	22	Wednesday	
833982782	08/30/2017 10:46:31 PM	PEDESTRIAN STOP	37.34098022	-121.8618455	22	Wednesday	
833982784	08/30/2017 10:44:21 PM	VEHICLE STOP	36.98688138	-121.5574114	22	Wednesday	
833982786	08/30/2017 10:40:36 PM	FIREARMS DISCHARGED	36.98520772	-121.5587231	22	Wednesday	
833982789	08/30/2017 10:25:54 PM	VEHICLE STOP	37.32423097	-121.8905342	22	Wednesday	
833982790	08/30/2017 10:24:24 PM	VEHICLE STOP	37.12841088	-121.6282537	22	Wednesday	
833982792	08/30/2017 10:13:07 PM	WELFARE CHECK	37.28960008	-121.869676	22	Wednesday	
833982793	08/30/2017 10:12:53 PM	VEHICLE BURGLARY	37.33483093	-122.0133641	22	Wednesday	
833982794	08/30/2017 10:10:05 PM	VEHICLE BURGLARY	37.33483093	-122.0133641	22	Wednesday	
833982796	08/30/2017 09:54:42 PM	UNKNOWN TYPE 911 CALL	37.32491293	-122.031255	21	Wednesday	
833982797	08/30/2017 09:53:40 PM	VEHICLE STOP	37.33789752	-121.9942306	21	Wednesday	
833982798	08/30/2017 09:46:31 PM	TRESPASSING	37.33630431	-121.8879038	21	Wednesday	
833982799	08/30/2017 09:45:56 PM	DISTURBANCE, FAMILY	37.25094304	-121.921127	21	Wednesday	
833982800	08/30/2017 09:36:19 PM	DISTURBANCE, MUSIC	37.2742243	-122.0312482	21	Wednesday	
833982805	08/30/2017 09:22:37 PM	VEHICLE STOP	37.31569678	-122.0310661	21	Wednesday	
833982807	08/30/2017 09:13:58 PM	VEHICLE BURGLARY	37.31333647	-122.031121	21	Wednesday	
833982811	08/30/2017 09:06:48 PM	VEHICLE STOP	37.39255236	-121.9749098	21	Wednesday	
833982812	08/30/2017 09:05:02 PM	MEET THE CITIZEN	37.2673068	-122.0129257	21	Wednesday	
833982813	08/30/2017 09:03:18 PM	Other	37.22228776	-121.7807571	21	Wednesday	
833982815	08/30/2017 09:00:19 PM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.27696179	-122.0063496	21	Wednesday	
833982817	08/30/2017 08:58:07 PM	DISTURBANCE, FAMILY	37.1710256	-121.6963391	20	Wednesday	
833982818	08/30/2017 08:57:34 PM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.27696179	-122.0063496	20	Wednesday	
833982820	08/30/2017 08:51:51 PM	UNKNOWN TYPE 911 CALL	37.26945362	-122.0225582	20	Wednesday	
833982821	08/30/2017 08:51:00 PM	WELFARE CHECK	37.27582554	-122.0285312	20	Wednesday	
833982823	08/30/2017 08:44:49 PM	Other	37.33759835	-122.0402527	20	Wednesday	
833982824	08/30/2017 08:43:58 PM	ABANDONED VEHICLE, BLOCKING DRIVEWAY	37.32345628	-121.9297973	20	Wednesday	
833982825	08/30/2017 08:37:12 PM	UNKNOWN TYPE 911 CALL	37.32601233	-122.0470994	20	Wednesday	
833982826	08/30/2017 08:33:50 PM	Other	37.38915251	-121.833292	20	Wednesday	
833982828	08/30/2017 08:28:22 PM	VEHICLE STOP	37.33768682	-121.8906126	20	Wednesday	
833982829	08/30/2017 08:23:52 PM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.25893863	-122.0309697	20	Wednesday	
833982830	08/30/2017 08:17:06 PM	THEFT	37.33764572	-122.0322383	20	Wednesday	
833982831	08/30/2017 08:14:42 PM	Other	37.37821403	-121.8297237	20	Wednesday	
833982833	08/30/2017 08:12:03 PM	WELFARE CHECK	37.33822603	-121.8893843	20	Wednesday	
833982834	08/30/2017 08:10:52 PM	PEDESTRIAN STOP	37.01456327	-121.5715016	20	Wednesday	
833982835	08/30/2017 08:10:29 PM	VEHICLE STOP	37.33774835	-122.0211977	20	Wednesday	
833982836	08/30/2017 08:08:26 PM	UNKNOWN TYPE 911 CALL	37.27582554	-122.0285312	20	Wednesday	
833982838	08/30/2017 08:00:03 PM	ABANDONED VEHICLE	37.36845644	-121.8115172	20	Wednesday	
833982839	08/30/2017 07:59:10 PM	RECKLESS DRIVING	37.07816011	-121.6545786	19	Wednesday	
833982840	08/30/2017 07:56:40 PM	DISTURBANCE, NEIGHBOR	37.18002632	-121.8153226	19	Wednesday	
833982842	08/30/2017 07:44:09 PM	PEDESTRIAN STOP	37.34098022	-121.8618455	19	Wednesday	
833982843	08/30/2017 07:42:48 PM	DISTURBANCE, MUSIC	37.25216034	-122.003548	19	Wednesday	
833982844	08/30/2017 07:40:30 PM	DISTURBANCE	37.36820532	-121.8152982	19	Wednesday	
833982846	08/30/2017 07:38:34 PM	VEHICLE STOP	37.27944204	-122.0313551	19	Wednesday	
833982847	08/30/2017 07:37:33 PM	TRESPASSING	37.31334405	-121.9375133	19	Wednesday	
833982849	08/30/2017 07:35:05 PM	FLAG DOWN	37.35278445	-121.8667056	19	Wednesday	
833982851	08/30/2017 07:27:25 PM	FLAG DOWN	37.32345318	-121.9307258	19	Wednesday	
833982852	08/30/2017 07:22:19 PM	UNKNOWN TYPE 911 CALL	37.38129365	-122.1681344	19	Wednesday	
833982854	08/30/2017 07:03:26 PM	PEDESTRIAN STOP	36.98946556	-121.5601869	19	Wednesday	
833982855	08/30/2017 06:58:31 PM	FIRE, SPECIFY TYPE	37.31893483	-122.0122856	18	Wednesday	
833982858	08/30/2017 06:42:40 PM	VEHICLE STOP	37.00649606	-121.5688179	18	Wednesday	
833982861	08/30/2017 06:36:33 PM	VEHICLE STOP	37.35186516	-121.8685123	18	Wednesday	
833982862	08/30/2017 06:35:56 PM	UNKNOWN TYPE 911 CALL	37.41651454	-121.9013102	18	Wednesday	
833982863	08/30/2017 06:32:35 PM	VEHICLE STOP	37.33017092	-121.8806698	18	Wednesday	
833982864	08/30/2017 06:30:17 PM	DOMESTIC VIOLENCE	37.36461935	-121.8483051	18	Wednesday	
833982866	08/30/2017 06:28:50 PM	PURSE SNATCH ROBBERY	37.32294118	-122.0312146	18	Wednesday	
833982869	08/30/2017 06:18:20 PM	RECOVERED VEHICLE	37.36590044	-121.8465388	18	Wednesday	
833982870	08/30/2017 06:17:19 PM	VEHICLE STOP	37.34880097	-121.862745	18	Wednesday	
833982871	08/30/2017 06:16:01 PM	MISSING PERSON	37.31087761	-121.9336832	18	Wednesday	
833982873	08/30/2017 06:09:39 PM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.33264017	-121.926774	18	Wednesday	
833982875	08/30/2017 06:07:35 PM	PEDESTRIAN STOP	37.41651454	-121.9013102	18	Wednesday	
833982876	08/30/2017 06:07:30 PM	VEHICLE STOP	37.32623654	-122.0052103	18	Wednesday	
833982877	08/30/2017 06:05:18 PM	DOMESTIC VIOLENCE	37.36461935	-121.8483051	18	Wednesday	
833982878	08/30/2017 06:00:29 PM	HIT AND RUN  PROPERTY DAMAGE ONLY	37.25757647	-122.0326256	18	Wednesday	
833982881	08/30/2017 05:58:30 PM	BURGLARY (460)	37.3253461	-121.929799	17	Wednesday	
833982882	08/30/2017 05:58:16 PM	Other	37.37161778	-121.8098175	17	Wednesday	
833982883	08/30/2017 05:55:26 PM	VEHICLE STOP	37.35467928	-121.8501558	17	Wednesday	
833982884	08/30/2017 05:53:25 PM	PEDESTRIAN STOP	37.32975753	-121.8979291	17	Wednesday	
833982887	08/30/2017 05:47:47 PM	ALARM, AUDIBLE	37.31330762	-121.9995852	17	Wednesday	
833982888	08/30/2017 05:37:50 PM	Other	37.36339035	-121.8152823	17	Wednesday	
833982889	08/30/2017 05:37:43 PM	DISTURBANCE, FAMILY	37.37821403	-121.8297237	17	Wednesday	
833982892	08/30/2017 05:24:49 PM	DRUNK IN PUBLIC	37.3580675	-121.8595419	17	Wednesday	
833982893	08/30/2017 05:21:11 PM	Other	37.35751586	-121.8085724	17	Wednesday	
833982895	08/30/2017 05:12:29 PM	Other	37.2673068	-122.0129257	17	Wednesday	
833982896	08/30/2017 05:11:55 PM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.3377729	-122.0131485	17	Wednesday	
833982899	08/30/2017 05:03:01 PM	WELFARE CHECK	37.06780607	-121.5992365	17	Wednesday	
833982900	08/30/2017 05:02:43 PM	Other	37.35051262	-121.8253428	17	Wednesday	
833982901	08/30/2017 05:02:29 PM	ABANDONED VEHICLE	37.15123677	-121.74691	17	Wednesday	
833982903	08/30/2017 04:56:32 PM	FIRE, SPECIFY TYPE	37.33680582	-121.8560935	16	Wednesday	
833982904	08/30/2017 04:55:08 PM	VEHICLE STOP	37.35689279	-121.8456539	16	Wednesday	
833982909	08/30/2017 04:33:34 PM	VEHICLE STOP	37.33043729	-121.8966691	16	Wednesday	
833982910	08/30/2017 04:32:55 PM	VEHICLE STOP	37.30179165	-121.9304832	16	Wednesday	
833982911	08/30/2017 04:31:21 PM	VEHICLE STOP	37.35689279	-121.8456539	16	Wednesday	
833982912	08/30/2017 04:26:19 PM	VEHICLE STOP	37.00196371	-121.5598155	16	Wednesday	
833982914	08/30/2017 04:21:26 PM	STOLEN VEHICLE	37.35186004	-121.8559539	16	Wednesday	
833982918	08/30/2017 04:12:01 PM	ALARM, AUDIBLE	37.32294773	-122.0265027	16	Wednesday	
833982919	08/30/2017 04:08:57 PM	ALARM, AUDIBLE	37.35090492	-122.1063136	16	Wednesday	
833982924	08/30/2017 03:55:28 PM	VEHICLE STOP	37.33545869	-121.8908808	15	Wednesday	
833982925	08/30/2017 03:53:41 PM	VEHICLE STOP	37.3361334	-121.8893454	15	Wednesday	
833982926	08/30/2017 03:53:29 PM	Other	37.25575233	-121.8011569	15	Wednesday	
833982927	08/30/2017 03:51:09 PM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.31412344	-122.0066515	15	Wednesday	
833982929	08/30/2017 03:46:12 PM	Other	37.33759835	-122.0402527	15	Wednesday	
833982930	08/30/2017 03:45:47 PM	STOLEN VEHICLE	37.42612616	-122.1755083	15	Wednesday	
833982931	08/30/2017 03:44:35 PM	HIT AND RUN  PROPERTY DAMAGE ONLY	37.31653145	-122.0494825	15	Wednesday	
833982932	08/30/2017 03:42:05 PM	VEHICLE ACCIDENT, UNKNOWN INJURIES	37.24400031	-121.9743176	15	Wednesday	
833982933	08/30/2017 03:36:33 PM	VEHICLE STOP	37.32303969	-121.998955	15	Wednesday	
833982935	08/30/2017 03:31:13 PM	VEHICLE STOP	37.33442013	-122.0312434	15	Wednesday	
833982936	08/30/2017 03:30:32 PM	VEHICLE STOP	37.23685336	-121.7659255	15	Wednesday	
833982937	08/30/2017 03:26:46 PM	VEHICLE STOP	37.37399966	-121.8575949	15	Wednesday	
833982938	08/30/2017 03:26:24 PM	DISTURBANCE	37.25157449	-121.9301758	15	Wednesday	
833982939	08/30/2017 03:24:25 PM	TRAFFIC HAZARD	37.32406967	-121.9022251	15	Wednesday	
833982940	08/30/2017 03:22:50 PM	ABANDONED VEHICLE	37.31832815	-121.9248156	15	Wednesday	
833982941	08/30/2017 03:22:11 PM	Other	37.33909344	-121.8343596	15	Wednesday	
833982942	08/30/2017 03:20:35 PM	VEHICLE STOP	37.24259586	-121.8028176	15	Wednesday	
833982944	08/30/2017 03:17:46 PM	DRUNK IN PUBLIC	37.34617771	-121.7819176	15	Wednesday	
833982946	08/30/2017 03:12:18 PM	ALARM, AUDIBLE	37.31582353	-122.0729224	15	Wednesday	
833982947	08/30/2017 03:11:47 PM	THEFT	37.38591289	-122.1563957	15	Wednesday	
833982948	08/30/2017 03:07:11 PM	DISTURBANCE	37.31089954	-122.0495377	15	Wednesday	
833982949	08/30/2017 03:05:52 PM	THEFT	37.30985821	-122.0221088	15	Wednesday	
833982951	08/30/2017 02:57:28 PM	ALARM, AUDIBLE	37.36582034	-122.1371254	14	Wednesday	
833982953	08/30/2017 02:51:49 PM	PEDESTRIAN STOP	37.31560939	-122.0521115	14	Wednesday	
833982956	08/30/2017 02:48:20 PM	RECKLESS DRIVING	37.31140141	-122.0404351	14	Wednesday	
833982958	08/30/2017 02:44:58 PM	VEHICLE BURGLARY	37.35981393	-122.1050599	14	Wednesday	
833982959	08/30/2017 02:43:21 PM	VEHICLE STOP	37.31744428	-122.0521152	14	Wednesday	
833982962	08/30/2017 02:40:51 PM	PEDESTRIAN STOP	37.33087255	-121.8914833	14	Wednesday	
833982965	08/30/2017 02:38:33 PM	HIT AND RUN  PROPERTY DAMAGE ONLY	37.37130863	-122.1671542	14	Wednesday	
833982966	08/30/2017 02:38:08 PM	PEDESTRIAN STOP	37.32975753	-121.8979291	14	Wednesday	
833982970	08/30/2017 02:33:22 PM	ALARM, AUDIBLE	37.35148604	-122.0882621	14	Wednesday	
833982971	08/30/2017 02:32:34 PM	Other	37.32034766	-121.8872291	14	Wednesday	
833982974	08/30/2017 02:15:59 PM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.35228745	-121.9043375	14	Wednesday	
833982975	08/30/2017 02:15:48 PM	Other	37.30916202	-121.9668684	14	Wednesday	
833982976	08/30/2017 02:12:13 PM	VEHICLE STOP	37.33038673	-122.0133429	14	Wednesday	
833982978	08/30/2017 02:10:24 PM	VEHICLE STOP	37.38812726	-122.1552056	14	Wednesday	
833982979	08/30/2017 02:10:14 PM	FIRE, SPECIFY TYPE	37.19135526	-121.8215641	14	Wednesday	
833982980	08/30/2017 02:08:12 PM	PEDESTRIAN STOP	37.40356225	-121.884506	14	Wednesday	
833982982	08/30/2017 02:06:10 PM	DISTURBANCE, JUVENILE	37.31089954	-122.0495377	14	Wednesday	
833982983	08/30/2017 02:04:27 PM	PEDESTRIAN STOP	37.3366608	-121.8881856	14	Wednesday	
833982985	08/30/2017 02:00:29 PM	VEHICLE ACCIDENT, UNKNOWN INJURIES	37.25085782	-121.9438032	14	Wednesday	
833982986	08/30/2017 02:00:19 PM	ASSAULT AND BATTERY	37.42634239	-122.1409674	14	Wednesday	
833982988	08/30/2017 01:57:49 PM	VEHICLE STOP	37.33038673	-122.0133429	13	Wednesday	
833982989	08/30/2017 01:53:57 PM	ALARM, AUDIBLE	37.31582353	-122.0729224	13	Wednesday	
833982992	08/30/2017 01:49:07 PM	RECOVERED VEHICLE	37.30796619	-121.8463892	13	Wednesday	
833982993	08/30/2017 01:48:25 PM	VEHICLE STOP	37.32928567	-121.8999496	13	Wednesday	
833982995	08/30/2017 01:47:22 PM	VEHICLE STOP	37.38812726	-122.1552056	13	Wednesday	
833982996	08/30/2017 01:44:02 PM	Other	37.23705194	-121.812237	13	Wednesday	
833982997	08/30/2017 01:40:11 PM	WELFARE CHECK	37.30985668	-121.8831143	13	Wednesday	
833983000	08/30/2017 01:36:55 PM	VEHICLE STOP	37.38473949	-121.8890449	13	Wednesday	
833983001	08/30/2017 01:33:20 PM	VEHICLE STOP	37.35344923	-121.902054	13	Wednesday	
833983002	08/30/2017 01:28:50 PM	VEHICLE STOP	37.37934083	-121.9082537	13	Wednesday	
833983003	08/30/2017 01:28:15 PM	Other	37.22916619	-121.7837259	13	Wednesday	
833983006	08/30/2017 01:20:04 PM	Other	37.34098022	-121.8618455	13	Wednesday	
833983007	08/30/2017 01:19:02 PM	HIT AND RUN  PROPERTY DAMAGE ONLY	37.33037457	-122.0311949	13	Wednesday	
833983008	08/30/2017 01:17:50 PM	Other	37.24763737	-122.0278522	13	Wednesday	
833983009	08/30/2017 01:11:46 PM	DISTURBANCE	37.36718418	-121.8279099	13	Wednesday	
833983013	08/30/2017 01:04:56 PM	THEFT	37.39041931	-122.1483024	13	Wednesday	
833983016	08/30/2017 12:59:48 PM	Other	37.31182206	-121.8616582	12	Wednesday	
833983018	08/30/2017 12:53:39 PM	Other	37.32875529	-122.0664184	12	Wednesday	
833983020	08/30/2017 12:49:52 PM	FIRE, SPECIFY TYPE	37.3083116	-122.0543327	12	Wednesday	
833983021	08/30/2017 12:49:46 PM	UNKNOWN TYPE 911 CALL	37.2673068	-122.0129257	12	Wednesday	
833983022	08/30/2017 12:45:54 PM	VEHICLE STOP	37.32648971	-122.033351	12	Wednesday	
833983026	08/30/2017 12:41:24 PM	VEHICLE STOP	37.33770776	-122.0434199	12	Wednesday	
833983028	08/30/2017 12:37:35 PM	VEHICLE STOP	37.29711128	-122.03127	12	Wednesday	
833983030	08/30/2017 12:32:17 PM	VEHICLE STOP	37.32491293	-122.031255	12	Wednesday	
833983033	08/30/2017 12:29:42 PM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.33037457	-122.0311949	12	Wednesday	
833983035	08/30/2017 12:23:56 PM	Other	37.34548175	-121.8651959	12	Wednesday	
833983038	08/30/2017 12:20:02 PM	INDECENT EXPOSURE	37.30985668	-121.8831143	12	Wednesday	
833983039	08/30/2017 12:17:21 PM	PARKING VIOLATION	37.25893863	-122.0309697	12	Wednesday	
833983040	08/30/2017 12:15:30 PM	ABANDONED VEHICLE	37.37322297	-121.8219601	12	Wednesday	
833983043	08/30/2017 12:09:01 PM	VEHICLE STOP	37.32294118	-122.0312146	12	Wednesday	
833983044	08/30/2017 12:05:24 PM	VEHICLE STOP	37.30985821	-122.0221088	12	Wednesday	
833983045	08/30/2017 12:02:36 PM	VEHICLE STOP	37.09065144	-121.5932973	12	Wednesday	
833983046	08/30/2017 12:01:16 PM	VEHICLE STOP	37.30612561	-121.9305318	12	Wednesday	
833983049	08/30/2017 11:46:44 AM	PARKING VIOLATION	37.31070947	-121.9305851	11	Wednesday	
833983051	08/30/2017 11:35:06 AM	BURGLARY (460)	37.27582554	-122.0285312	11	Wednesday	
833983052	08/30/2017 11:33:40 AM	ABANDONED VEHICLE	37.36841031	-121.8249033	11	Wednesday	
833983053	08/30/2017 11:27:25 AM	VEHICLE STOP	37.33200355	-122.0314002	11	Wednesday	
833983054	08/30/2017 11:23:37 AM	VEHICLE STOP	37.3599086	-122.0961149	11	Wednesday	
833983055	08/30/2017 11:16:57 AM	VEHICLE ACCIDENT, UNKNOWN INJURIES	37.26480009	-122.0555936	11	Wednesday	
833983056	08/30/2017 11:16:15 AM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.32174021	-121.8605319	11	Wednesday	
833983061	08/30/2017 11:09:27 AM	FOUND, MISSING PERSON	37.37263327	-121.8123476	11	Wednesday	
833983065	08/30/2017 11:01:03 AM	ABANDONED VEHICLE	37.37028313	-121.823732	11	Wednesday	
833983066	08/30/2017 11:00:13 AM	VEHICLE STOP	37.33408918	-122.0674934	11	Wednesday	
833983067	08/30/2017 10:58:34 AM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.32123527	-121.9458162	10	Wednesday	
833983077	08/30/2017 10:45:42 AM	RECKLESS DRIVING	37.30155772	-122.035109	10	Wednesday	
833983079	08/30/2017 10:42:16 AM	RECKLESS DRIVING	37.30155772	-122.035109	10	Wednesday	
833983081	08/30/2017 10:34:06 AM	ABANDONED VEHICLE	37.37028313	-121.823732	10	Wednesday	
833983082	08/30/2017 10:29:30 AM	ABANDONED VEHICLE	37.05623138	-121.5927956	10	Wednesday	
833983083	08/30/2017 10:23:36 AM	TRAFFIC HAZARD	37.33037457	-122.0311949	10	Wednesday	
833983084	08/30/2017 10:20:51 AM	VEHICLE STOP	37.09531744	-121.580679	10	Wednesday	
833983085	08/30/2017 10:20:24 AM	ABANDONED VEHICLE	37.37028313	-121.823732	10	Wednesday	
833983086	08/30/2017 10:17:36 AM	BURGLARY (460)	37.32169286	-121.9306921	10	Wednesday	
833983087	08/30/2017 10:17:16 AM	ABANDONED VEHICLE	37.37028313	-121.823732	10	Wednesday	
833983089	08/30/2017 10:16:10 AM	VEHICLE STOP	37.3377729	-122.0131485	10	Wednesday	
833983090	08/30/2017 10:13:37 AM	ALARM, AUDIBLE	37.30447799	-122.0338279	10	Wednesday	
833983091	08/30/2017 10:09:00 AM	FLAG DOWN	37.3724376	-121.822428	10	Wednesday	
833983092	08/30/2017 10:08:30 AM	VEHICLE STOP	37.3377729	-122.0131485	10	Wednesday	
833983094	08/30/2017 10:00:34 AM	RECKLESS DRIVING	37.3229903	-122.0130555	10	Wednesday	
833983095	08/30/2017 10:00:27 AM	ABANDONED VEHICLE	37.37529066	-121.8232357	10	Wednesday	
833983099	08/30/2017 09:51:48 AM	VEHICLE STOP	37.33782804	-122.0114295	9	Wednesday	
833983101	08/30/2017 09:47:47 AM	VEHICLE STOP	37.3377729	-122.0131485	9	Wednesday	
833983102	08/30/2017 09:44:46 AM	WELFARE CHECK	37.22671691	-121.9968195	9	Wednesday	
833983104	08/30/2017 09:41:29 AM	MEET THE CITIZEN	37.25685818	-122.0891738	9	Wednesday	
833983107	08/30/2017 09:38:09 AM	VEHICLE STOP	37.31790693	-122.0683234	9	Wednesday	
833983108	08/30/2017 09:37:23 AM	VEHICLE STOP	37.2673068	-122.0129257	9	Wednesday	
833983109	08/30/2017 09:37:19 AM	VEHICLE BURGLARY	37.25701057	-122.0317893	9	Wednesday	
833983110	08/30/2017 09:36:51 AM	VEHICLE STOP	37.33827498	-122.0046616	9	Wednesday	
833983111	08/30/2017 09:35:46 AM	VEHICLE STOP	37.28960008	-121.869676	9	Wednesday	
833983112	08/30/2017 09:33:05 AM	VEHICLE STOP	37.3377729	-122.0131485	9	Wednesday	
833983113	08/30/2017 09:31:16 AM	VEHICLE STOP	37.3318186	-121.8113557	9	Wednesday	
833983114	08/30/2017 09:29:26 AM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.32296183	-122.0334162	9	Wednesday	
833983115	08/30/2017 09:26:25 AM	MISSING JUVENILE	37.37263327	-121.8123476	9	Wednesday	
833983116	08/30/2017 09:25:21 AM	VEHICLE STOP	37.32190267	-122.0671691	9	Wednesday	
833983117	08/30/2017 09:23:23 AM	VEHICLE STOP	37.2673068	-122.0129257	9	Wednesday	
833983118	08/30/2017 09:20:43 AM	VEHICLE STOP	37.3377729	-122.0131485	9	Wednesday	
833983120	08/30/2017 09:17:21 AM	VEHICLE STOP	37.39090666	-122.1624278	9	Wednesday	
833983121	08/30/2017 09:15:56 AM	VEHICLE STOP	37.35578194	-121.8479048	9	Wednesday	
833983122	08/30/2017 09:15:21 AM	DISTURBANCE	37.37263327	-121.8123476	9	Wednesday	
833983123	08/30/2017 09:15:18 AM	VEHICLE STOP	37.31653145	-122.0494825	9	Wednesday	
833983124	08/30/2017 09:15:12 AM	FOOT PATROL	37.09751968	-121.574196	9	Wednesday	
833983125	08/30/2017 09:13:54 AM	VEHICLE STOP	37.3122537	-122.0541051	9	Wednesday	
833983126	08/30/2017 09:13:32 AM	HIT AND RUN  PROPERTY DAMAGE ONLY	37.25597529	-122.055307	9	Wednesday	
833983128	08/30/2017 09:10:13 AM	VEHICLE STOP	37.35103743	-121.8577281	9	Wednesday	
833983129	08/30/2017 09:08:04 AM	VEHICLE STOP	37.26695952	-121.9965595	9	Wednesday	
833983130	08/30/2017 09:07:08 AM	ABANDONED VEHICLE	37.08010514	-121.578403	9	Wednesday	
833983134	08/30/2017 09:04:58 AM	VEHICLE STOP	37.31563803	-122.0495328	9	Wednesday	
833983135	08/30/2017 09:03:08 AM	ABANDONED VEHICLE	37.37500012	-121.8294944	9	Wednesday	
833983136	08/30/2017 09:01:47 AM	VEHICLE STOP	37.36162125	-122.1186572	9	Wednesday	
833983137	08/30/2017 08:59:33 AM	VEHICLE STOP	37.3122537	-122.0541051	8	Wednesday	
833983139	08/30/2017 08:58:03 AM	VEHICLE STOP	37.31563803	-122.0495328	8	Wednesday	
833983140	08/30/2017 08:51:43 AM	PEDESTRIAN STOP	37.21835476	-121.7409533	8	Wednesday	
833983141	08/30/2017 08:51:26 AM	VEHICLE STOP	37.2673068	-122.0129257	8	Wednesday	
833983142	08/30/2017 08:50:08 AM	VEHICLE STOP	37.31210556	-122.0495283	8	Wednesday	
833983143	08/30/2017 08:44:07 AM	VEHICLE STOP	37.33827498	-122.0046616	8	Wednesday	
833983144	08/30/2017 08:42:39 AM	VEHICLE STOP	37.38492933	-122.1643602	8	Wednesday	
833983147	08/30/2017 08:39:34 AM	ALARM, AUDIBLE	37.20317286	-121.9504036	8	Wednesday	
833983149	08/30/2017 08:33:40 AM	DISTURBANCE	37.35133817	-121.9005693	8	Wednesday	
833983150	08/30/2017 08:33:23 AM	VEHICLE STOP	37.33784569	-122.0047217	8	Wednesday	
833983151	08/30/2017 08:33:01 AM	MISSING JUVENILE	37.37322297	-121.8219601	8	Wednesday	
833983152	08/30/2017 08:32:06 AM	VEHICLE STOP	37.33827498	-122.0046616	8	Wednesday	
833983153	08/30/2017 08:24:08 AM	VEHICLE STOP	37.33784569	-122.0047217	8	Wednesday	
833983154	08/30/2017 08:22:42 AM	ABANDONED VEHICLE	37.37568662	-121.8285429	8	Wednesday	
833983156	08/30/2017 08:20:21 AM	VEHICLE STOP	37.33040073	-122.0279277	8	Wednesday	
833983159	08/30/2017 08:12:44 AM	VEHICLE STOP	37.3156822	-122.0403513	8	Wednesday	
833983160	08/30/2017 08:07:40 AM	VEHICLE STOP	37.31837857	-122.0545764	8	Wednesday	
833983161	08/30/2017 08:04:00 AM	VEHICLE STOP	37.28171862	-122.0314017	8	Wednesday	
833983163	08/30/2017 07:58:35 AM	DISTURBANCE	37.36895031	-122.0355305	7	Wednesday	
833983165	08/30/2017 07:57:36 AM	PEDESTRIAN STOP	37.33630431	-121.8879038	7	Wednesday	
833983166	08/30/2017 07:57:21 AM	VEHICLE STOP	37.32294746	-122.0503722	7	Wednesday	
833983169	08/30/2017 07:55:07 AM	VEHICLE STOP	37.33770841	-122.0491992	7	Wednesday	
833983170	08/30/2017 07:54:03 AM	VEHICLE STOP	37.31563803	-122.0495328	7	Wednesday	
833983171	08/30/2017 07:52:07 AM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.31738637	-121.9306441	7	Wednesday	
833983174	08/30/2017 07:47:09 AM	VEHICLE STOP	37.31653145	-122.0494825	7	Wednesday	
833983175	08/30/2017 07:45:42 AM	VEHICLE STOP	37.33770841	-122.0491992	7	Wednesday	
833983176	08/30/2017 07:45:18 AM	VEHICLE STOP	37.33770841	-122.0491992	7	Wednesday	
833983178	08/30/2017 07:40:37 AM	WELFARE CHECK	37.15705075	-121.9781999	7	Wednesday	
