ATM,3628069.6289,777044.5421
ATM,3632499.3555,785146.1651
ATM,3634195.6209,787043.7105
ATM,3634555.1304,780837.158
ATM,3665077.0698,757955.0951
ATM,3675901.6641,749356.0774
ATM,3709835.6795,769638.5804
ATM,3709872.3854,769680.363
ATM,3723668.4919,713143.2893
ATM,3726906.3403,700103.4367
ATM,3729649.3511,716945.7351
ATM,3730796.7191,716483.5631
ATM,3730869.1928,716448.5151
ATM,3732023.7463,761951.3258
ATM,3731266.6096,700969.0151
ATM,3732577.693,709619.9108
ATM,3732652.2585,709527.3524
ATM,3735861.6454,658256.1373
ATM,3736808.9178,676058.5838
ATM,3738470.0375,735904.974
ATM,3737402.6403,656687.2677
ATM,3738935.3078,678094.7875
ATM,3740513.0988,697586.9057
ATM,3740037.2287,667735.8774
ATM,3740585.6055,660585.2872
ATM,3741058.8357,678594.5275
ATM,3741246.6495,685928.0543
ATM,3741594.0555,656090.3658
ATM,3741845.7223,668971.6515
ATM,3741832.5179,660562.4471
ATM,3742121.085,672021.678
ATM,3742443.176,673628.0777
ATM,3743444.0205,667476.8003
ATM,3743571.9326,651997.9539
ATM,3745105.9747,681802.6637
ATM,3745331.5138,668033.6487
ATM,3745407.1836,653651.4603
ATM,3746252.2659,656416.9399
ATM,3746306.9408,659313.7322
ATM,3746652.8438,678562.9188
ATM,3746882.9388,682504.1523
ATM,3746423.887,656528.952
ATM,3747012.0249,682522.0544
ATM,3746853.8245,651552.0608
ATM,3747513.179,668027.5711
ATM,3747599.7292,668026.9695
ATM,3748425.5251,684169.2671
ATM,3748242.9402,670312.0145
ATM,3748231.0966,667139.8698
ATM,3748742.8164,671881.7846
ATM,3748890.9476,648939.4979
ATM,3749140.9709,651352.7148
ATM,3749620.7465,677745.234
ATM,3749709.0748,680608.3185
ATM,3750114.3701,667960.3538
ATM,3749827.3578,648576.7857
ATM,3751245.8537,677584.3365
ATM,3751015.8045,652572.4149
ATM,3752824.7103,675830.4909
ATM,3752591.6191,661900.7558
ATM,3752502.1068,656423.4241
ATM,3752926.5198,671994.0647
ATM,3752940.7726,671800.3708
ATM,3753173.1514,652374.9238
ATM,3753218.6753,648380.3653
ATM,3753543.5856,664474.7568
ATM,3753347.3479,648377.4305
ATM,3754206.1655,684362.7494
ATM,3755503.3209,731858.845
ATM,3754017.2,653383.8349
ATM,3754471.1479,677115.9642
ATM,3754254.4931,648555.7118
ATM,3755382.6741,687031.9
ATM,3757432.7955,761379.9271
ATM,3755374.1487,652338.692
ATM,3755738.807,660594.4248
ATM,3756071.3388,675792.604
ATM,3756755.4058,652321.151
ATM,3757086.6667,666681.6924
ATM,3757134.0412,666535.622
ATM,3757253.9473,654671.8524
ATM,3760070.5935,751532.7135
ATM,3758474.1349,672774.1867
ATM,3758839.8581,672196.8234
ATM,3758752.1853,662252.6275
ATM,3758916.7682,665928.1103
ATM,3758836.104,652394.1001
ATM,3759433.1888,685189.9353
ATM,3760147.4371,672758.4977
ATM,3760335.9545,648238.6086
ATM,3760339.4808,646179.3789
ATM,3761158.0354,664181.9232
ATM,3761033.2109,652321.7995
ATM,3761517.9977,669622.8559
ATM,3761874.0417,680891.1894
ATM,3761930.0475,667457.3896
ATM,3762159.1405,663160.4887
ATM,3762352.6591,650239.942
ATM,3762710.632,667543.4417
ATM,3763922.7513,725662.1495
ATM,3763321.1851,680069.3351
ATM,3762864.5347,648642.7635
ATM,3763041.008,647936.5371
ATM,3763068.1162,644372.6749
ATM,3763735.0377,663998.597
ATM,3763736.3606,657874.4165
ATM,3763650.4898,652017.2005
ATM,3764559.4176,691034.4591
ATM,3764947.6748,687694.7304
ATM,3764613.8615,648250.2291
ATM,3766167.4704,709982.3807
ATM,3764901.0001,641491.8146
ATM,3765720.0547,676500.1414
ATM,3765209.9083,644748.4864
ATM,3766403.0317,674729.4803
ATM,3766899.3335,695227.1678
ATM,3766819.5612,658627.86
ATM,3766897.6854,659050.7016
ATM,3766947.0675,653783.6704
ATM,3766972.6589,653787.8745
ATM,3767209.9623,666427.8854
ATM,3767004.1347,651890.3343
ATM,3766814.928,639387.9624
ATM,3768064.9317,702359.7589
ATM,3767271.2892,651803.8079
ATM,3768745.7778,699873.8014
ATM,3767789.2367,645144.1754
ATM,3767928.3705,648600.1914
ATM,3769414.8207,719044.0453
ATM,3769643.3652,713408.9785
ATM,3769750.514,716944.6126
ATM,3768887.4701,673316.9897
ATM,3768351.1404,640844.3447
ATM,3769779.8214,713404.9727
ATM,3768162.7323,620731.8511
ATM,3769461.7422,689308.1887
ATM,3769522.1735,671363.2722
ATM,3769289.7411,642021.0477
ATM,3769681.2964,656147.4898
ATM,3770905.9345,707797.9653
ATM,3769752.4936,641653.8536
ATM,3769795.1875,636103.8233
ATM,3770127.0532,653416.9504
ATM,3770651.4111,650486.8803
ATM,3771086.5638,643802.3771
ATM,3771842.8666,673312.6561
ATM,3771799.633,656207.602
ATM,3771801.6897,656264.8301
ATM,3771838.5073,657811.2234
ATM,3772261.167,676363.2505
ATM,3772331.2069,679840.5535
ATM,3772389.1749,682743.5866
ATM,3773035.2972,711753.3855
ATM,3772609.8066,687541.7198
ATM,3772214.7155,661681.1396
ATM,3772354.4953,643557.7462
ATM,3773332.3216,686587.0768
ATM,3772793.5202,651345.7182
ATM,3772662.818,642889.123
ATM,3773760.8626,695099.2848
ATM,3773343.4217,664829.3423
ATM,3773735.5954,670658.8466
ATM,3774662.3456,707438.1817
ATM,3774068.8485,674498.1769
ATM,3774881.3204,693126.4628
ATM,3774547.1018,654442.9341
ATM,3775322.8702,693115.5751
ATM,3774808.7049,649885.1284
ATM,3775533.2676,683187.8104
ATM,3775742.5364,651034.3897
ATM,3776241.1607,673615.0395
ATM,3776502.8541,677771.3648
ATM,3776394.3258,654144.0555
ATM,3776617.6205,655240.7404
ATM,3777409.7229,693065.4485
ATM,3778137.136,725427.1951
ATM,3777581.2607,697857.6402
ATM,3777516.993,694503.6124
ATM,3778008.6314,716586.7781
ATM,3777225.9436,679090.8477
ATM,3778044.1408,717598.0795
ATM,3777865.3428,708811.9235
ATM,3777345.8869,681069.7859
ATM,3778503.4307,723699.8145
ATM,3777237.3332,653509.0678
ATM,3777473.2463,667053.8357
ATM,3778507.9407,706132.951
ATM,3778874.2826,705218.2757
ATM,3779861.9617,694642.59
ATM,3779246.4844,660597.1186
ATM,3780822.27,717761.0163
ATM,3779974.842,670893.8489
ATM,3780461.3369,692969.6861
ATM,3781225.5143,725458.538
ATM,3780185.3296,664644.2243
ATM,3780233.0132,664515.119
ATM,3780422.9625,667108.5758
ATM,3780621.5032,675101.3333
ATM,3780971.6605,685952.305
ATM,3781063.2065,688656.4633
ATM,3781278.1353,662324.8069
ATM,3782016.6158,678176.6771
ATM,3782019.5076,678153.5538
ATM,3781003.0106,608304.732
ATM,3782193.2984,682587.7307
ATM,3781577.6915,642592.5793
ATM,3781304.5658,614563.3824
ATM,3782646.2508,679536.7879
ATM,3781973.6338,625855.2038
ATM,3782244.1815,643804.7597
ATM,3782708.1346,670575.744
ATM,3782636.6123,652790.0748
ATM,3782508.797,637379.6522
ATM,3783114.2416,672215.1914
ATM,3783051.4135,655551.6629
ATM,3783494.2871,654479.8542
ATM,3784286.0727,656725.6977
ATM,3784734.8733,649043.8048
ATM,3784116.9515,596558.5326
ATM,3785067.2926,641398.929
ATM,3785384.4896,653143.8333
ATM,3785303.8858,633212.2964
ATM,3785506.1862,646008.6564
ATM,3785758.6433,655049.4611
ATM,3786160.8245,604165.9711
ATM,3786854.6152,641376.6452
ATM,3786864.3148,629746.6795
ATM,3787033.3278,641454.1691
ATM,3786952.8331,635389.6397
ATM,3787801.0851,663902.3617
ATM,3787396.7082,634928.7337
ATM,3787720.0096,633247.181
ATM,3788646.2282,642956.4454
ATM,3788682.9736,628457.8185
ATM,3788962.5261,628453.0712
ATM,3789580.6423,647761.2304
ATM,3789629.8847,634893.8762
ATM,3790838.1521,643703.6826
ATM,3792284.1835,658909.1192
ATM,3792293.3985,630053.1052
ATM,3792477.7507,641186.9121
ATM,3793029.8454,637947.2618
ATM,3793011.2472,634838.8035
ATM,3793064.3049,637951.3616
ATM,3795112.1099,631978.7882
ATM,3798170.8738,643481.6697
ATM,3806873.3197,634172.6407
ATM,3808033.2775,631156.2306
ATM,3808258.463,641036.2289
ATM,3808469.6636,641499.4179
ATM,3871735.1992,460226.4726
ATM,3878600.12,455493.0556
ATM,3878705.8148,455659.6497
ATM,3888141.5885,445134.9809
ATM,3902397.3884,441451.3885
ATM,3907635.4898,440598.4541
ATM,3917467.028,577462.9599
ATM,3918702.0475,582454.9987
ATM,3920949.9975,582439.8175
ATM,3927694.6968,440481.2665
ATM,3930289.6742,565512.7426
ATM,3930304.9835,566981.6596
ATM,3943032.2698,438378.8859
ATM,3948543.8821,711274.9369
ATM,3994268.2236,584339.6241
ATM,4008833.1633,398345.3373
ATM,4008564.2559,556937.8972
ATM,4009820.0111,398805.6277
ATM,4010822.8216,561242.5048
ATM,4020443.4806,558580.1541
ATM,4021740.9909,558451.9726
ATM,4022509.1008,563229.094
ATM,4023628.0224,558526.3556
ATM,4033552.0381,381026.7513
ATM,4050432.2982,325349.18
ATM,4054750.4636,673171.132
ATM,4054730.242,334734.401
ATM,4056191.6172,328436.7301
ATM,4060083.5729,351707.6256
ATM,4067228.7021,523737.3474
ATM,4068050.8297,519732.1556
ATM,4068893.3624,526760.9726
ATM,4073682.676,525182.2742
ATM,4075291.33,526487.5075
ATM,4075694.6131,517102.7276
ATM,4078339.9111,510785.4455
ATM,4078509.6972,528237.4725
ATM,4079591.4698,375761.7127
ATM,4079116.8892,527261.4426
ATM,4079905.3207,524114.1754
ATM,4093845.6509,493393.2547
ATM,4096735.753,325058.0015
ATM,4104245.2031,315924.4981
ATM,4122586.6756,334847.3354
ATM,4124942.8688,325997.9307
ATM,4125944.0775,334476.6063
ATM,4126192.623,340392.0995
ATM,4127423.082,325224.7761
ATM,4130394.266,328691.0502
