incident_id	incident_datetime	incident_type_primary	latitude	longitude	hour_of_day	day_of_week
837,956,714	03/13/2018 06:53:25 AM	Other	37.1710256	-121.6963391	6	Tuesday
838,521,969	03/19/2018 10:11:05 AM	PEDESTRIAN STOP	37.25090666	-121.910509	10	Monday
838,509,875	03/19/2018 10:13:26 AM	ALARM, AUDIBLE	37.28937559	-121.9966643	10	Monday
838,509,874	03/19/2018 10:15:44 AM	ALARM	37.25558825	-122.0184617	10	Monday
838,509,871	03/19/2018 10:23:27 AM	ASSAULT AND BATTERY	37.35228745	-121.9043375	10	Monday
838,509,870	03/19/2018 10:24:20 AM	VEHICLE STOP	37.33759835	-122.0402527	10	Monday
838,509,869	03/19/2018 10:28:42 AM	ALARM, AUDIBLE	36.98946556	-121.5601869	10	Monday
838,509,865	03/19/2018 10:35:04 AM	VEHICLE STOP	37.32294118	-122.0312146	10	Monday
838,509,864	03/19/2018 10:35:18 AM	ABANDONED VEHICLE	37.02981736	-121.5864843	10	Monday
838,509,863	03/19/2018 10:35:23 AM	DISTURBANCE, UNKNOWN	37.36820532	-121.8152982	10	Monday
838,509,862	03/19/2018 10:35:54 AM	VEHICLE BURGLARY	37.08978986	-121.5955475	10	Monday
838,509,860	03/19/2018 10:40:41 AM	WELFARE CHECK	37.09279311	-121.6536382	10	Monday
838,509,859	03/19/2018 10:41:39 AM	MALICIOUS MISCHIEF	37.32292404	-122.045075	10	Monday
838,509,858	03/19/2018 10:42:39 AM	ABANDONED VEHICLE	37.24281568	-121.6876613	10	Monday
838,509,857	03/19/2018 10:44:26 AM	VEHICLE STOP	37.31210556	-122.0495283	10	Monday
838,509,854	03/19/2018 10:52:33 AM	WELFARE CHECK	37.10083172	-121.6207406	10	Monday
838,509,852	03/19/2018 10:53:14 AM	PEDESTRIAN STOP	37.3664496	-121.826073	10	Monday
838,509,846	03/19/2018 11:07:53 AM	FOUND, MISSING PERSON	37.36889266	-121.8269423	11	Monday
838,509,844	03/19/2018 11:10:04 AM	VEHICLE STOP	37.40652227	-122.1547182	11	Monday
838,509,841	03/19/2018 11:13:32 AM	PEDESTRIAN STOP	37.32294746	-122.0503722	11	Monday
838,509,837	03/19/2018 11:23:12 AM	TRAFFIC HAZARD	37.33442013	-122.0312434	11	Monday
838,509,834	03/19/2018 11:25:17 AM	VEHICLE STOP	37.31569678	-122.0310661	11	Monday
838,509,833	03/19/2018 11:28:08 AM	ALARM, AUDIBLE	37.2096818	-121.9613129	11	Monday
838,509,831	03/19/2018 11:31:39 AM	WELFARE CHECK	37.26497848	-122.0128443	11	Monday
838,509,830	03/19/2018 11:32:40 AM	PEDESTRIAN STOP	37.3382377	-122.0310808	11	Monday
838,509,826	03/19/2018 11:43:34 AM	PEDESTRIAN STOP	36.9760646	-121.5534935	11	Monday
838,509,824	03/19/2018 11:59:07 AM	PEDESTRIAN STOP	37.2955565	-122.0815041	11	Monday
838,509,822	03/19/2018 12:07:58 PM	ASSAULT	37.37933431	-121.8345967	12	Monday
838,509,821	03/19/2018 12:13:58 PM	DISTURBANCE, FAMILY	37.19286048	-121.8237537	12	Monday
838,509,818	03/19/2018 12:20:10 PM	VEHICLE STOP	37.31588003	-121.9947533	12	Monday
838,509,816	03/19/2018 12:22:13 PM	VEHICLE STOP	37.33483093	-122.0133641	12	Monday
838,509,815	03/19/2018 12:24:56 PM	ABANDONED VEHICLE	37.38746034	-122.1518516	12	Monday
838,509,814	03/19/2018 12:26:47 PM	VEHICLE STOP	37.3377729	-122.0131485	12	Monday
838,509,813	03/19/2018 12:28:33 PM	VEHICLE STOP	37.318191	-122.0222098	12	Monday
834,168,754	02/13/2018 07:05:07 PM	VEHICLE STOP	37.33037457	-122.0311949	19	Tuesday
834,168,753	02/13/2018 07:05:46 PM	EMBEZZLEMENT	37.2415232	-121.9505286	19	Tuesday
834,168,752	02/13/2018 07:07:11 PM	ALARM, AUDIBLE	37.35353369	-122.1455272	19	Tuesday
834,168,750	02/13/2018 07:20:43 PM	VEHICLE STOP	37.35629648	-121.8181165	19	Tuesday
834,168,749	02/13/2018 07:26:19 PM	VEHICLE STOP	37.22651016	-121.9739386	19	Tuesday
834,168,748	02/13/2018 07:27:59 PM	VEHICLE STOP	37.32307327	-122.0001939	19	Tuesday
834,168,747	02/13/2018 07:29:46 PM	VEHICLE STOP	37.26422458	-122.0311122	19	Tuesday
834,168,741	02/13/2018 07:58:52 PM	VEHICLE STOP	37.30070143	-122.0312748	19	Tuesday
834,168,739	02/13/2018 08:07:03 PM	Other	37.31539194	-121.9492109	20	Tuesday
834,168,738	02/13/2018 08:12:48 PM	ABANDONED VEHICLE	37.05358271	-121.580489	20	Tuesday
834,182,461	02/13/2018 08:37:05 PM	Other	37.33440048	-121.8342414	20	Tuesday
834,168,729	02/13/2018 08:37:36 PM	VEHICLE STOP	37.3594857	-121.8210288	20	Tuesday
834,168,726	02/13/2018 08:51:20 PM	VEHICLE STOP	37.37394343	-121.8361868	20	Tuesday
834,168,724	02/13/2018 08:56:39 PM	UNKNOWN TYPE 911 CALL	37.24686952	-122.0207929	20	Tuesday
834,168,722	02/13/2018 08:58:16 PM	ALARM, AUDIBLE	37.31978171	-121.9216105	20	Tuesday
834,168,721	02/13/2018 09:02:34 PM	MISDEMEANOR DUI	37.31093434	-122.0366771	21	Tuesday
834,168,720	02/13/2018 09:04:09 PM	VEHICLE STOP	37.2673068	-122.0129257	21	Tuesday
834,182,459	02/13/2018 09:18:51 PM	VEHICLE STOP	37.28171862	-122.0314017	21	Tuesday
834,168,715	02/13/2018 09:25:33 PM	VEHICLE STOP	37.36954169	-121.8242007	21	Tuesday
834,168,714	02/13/2018 09:26:06 PM	VEHICLE STOP	37.30694113	-122.013831	21	Tuesday
834,168,712	02/13/2018 09:38:15 PM	VEHICLE STOP	37.32230085	-121.9987338	21	Tuesday
834,182,457	02/13/2018 09:49:26 PM	PEDESTRIAN STOP	37.36529187	-121.8703757	21	Tuesday
834,182,456	02/13/2018 09:51:46 PM	VEHICLE STOP	37.29393855	-122.0312738	21	Tuesday
834,182,455	02/13/2018 09:52:14 PM	VEHICLE STOP	37.32303969	-121.998955	21	Tuesday
834,182,454	02/13/2018 09:54:49 PM	ALARM, AUDIBLE	37.2617472	-121.9938777	21	Tuesday
834,182,453	02/13/2018 09:59:37 PM	PEDESTRIAN STOP	37.26183208	-121.9262825	21	Tuesday
834,182,447	02/13/2018 10:10:20 PM	PEDESTRIAN STOP	37.31058169	-122.0095031	22	Tuesday
834,182,446	02/13/2018 10:10:29 PM	VEHICLE BURGLARY	37.3229903	-122.0130555	22	Tuesday
834,182,445	02/13/2018 10:12:37 PM	MALICIOUS MISCHIEF	37.3230048	-122.0093757	22	Tuesday
834,182,443	02/13/2018 10:15:47 PM	VEHICLE STOP	37.3422889	-121.8340382	22	Tuesday
834,182,442	02/13/2018 10:17:33 PM	VEHICLE STOP	37.34961362	-121.8275976	22	Tuesday
834,182,441	02/13/2018 10:22:37 PM	PEDESTRIAN STOP	37.00026732	-121.5648254	22	Tuesday
834,182,439	02/13/2018 10:26:43 PM	VEHICLE STOP	37.35432037	-121.820903	22	Tuesday
834,182,436	02/13/2018 10:30:54 PM	PEDESTRIAN STOP	37.3234757	-121.9239163	22	Tuesday
834,182,435	02/13/2018 10:32:38 PM	VEHICLE STOP	37.32343309	-121.9176903	22	Tuesday
834,182,428	02/13/2018 10:59:32 PM	PEDESTRIAN STOP	36.99150262	-121.5609005	22	Tuesday
834,182,424	02/13/2018 11:13:59 PM	VEHICLE STOP	37.32292839	-122.0403631	23	Tuesday
834,182,422	02/13/2018 11:15:55 PM	PEDESTRIAN STOP	37.32346477	-121.9279746	23	Tuesday
834,182,420	02/13/2018 11:26:01 PM	DISTURBANCE, FAMILY	37.13835047	-121.6331721	23	Tuesday
834,182,418	02/13/2018 11:28:33 PM	VEHICLE STOP	37.27506138	-121.9325498	23	Tuesday
834,182,417	02/13/2018 11:35:59 PM	PEDESTRIAN STOP	37.32444673	-122.0221308	23	Tuesday
834,182,412	02/13/2018 11:42:18 PM	PEDESTRIAN STOP	37.26183646	-121.9241175	23	Tuesday
834,182,411	02/13/2018 11:46:46 PM	VEHICLE STOP	37.32369998	-121.9103695	23	Tuesday
834,182,409	02/13/2018 11:49:19 PM	DISTURBANCE, MUSIC	37.32950418	-122.0359926	23	Tuesday
834,182,408	02/13/2018 11:49:47 PM	VEHICLE STOP	37.28900232	-122.0312758	23	Tuesday
834,182,407	02/13/2018 11:50:31 PM	WELFARE CHECK	37.07039392	-121.5918708	23	Tuesday
834,182,405	02/13/2018 11:59:13 PM	VEHICLE STOP	37.26184282	-121.9213341	23	Tuesday
834,210,757	02/14/2018 12:07:17 AM	VEHICLE STOP	37.2556225	-121.8578175	0	Wednesday
834,210,756	02/14/2018 12:56:41 AM	VEHICLE STOP	37.35670204	-121.8230785	0	Wednesday
834,210,755	02/14/2018 01:39:39 AM	FOUND PROPERTY	37.3540273	-121.9058497	1	Wednesday
834,210,754	02/14/2018 01:43:26 AM	INTOXICATED PERSON	37.35842541	-121.8314704	1	Wednesday
834,210,750	02/14/2018 02:12:23 AM	VEHICLE STOP	37.29233587	-121.9965173	2	Wednesday
834,210,749	02/14/2018 02:28:08 AM	DISTURBANCE	37.3139097	-121.9348418	2	Wednesday
834,210,747	02/14/2018 02:47:00 AM	MISSING PERSON	37.31087761	-121.9336832	2	Wednesday
834,210,746	02/14/2018 02:56:38 AM	VEHICLE STOP	37.36975246	-121.8300893	2	Wednesday
834,210,742	02/14/2018 03:10:46 AM	PEDESTRIAN STOP	37.36930396	-121.8243341	3	Wednesday
834,210,741	02/14/2018 03:15:44 AM	VEHICLE STOP	37.32122587	-121.9947227	3	Wednesday
834,210,739	02/14/2018 03:17:55 AM	ALARM, SILENT	37.31344142	-122.0649626	3	Wednesday
834,210,737	02/14/2018 03:20:24 AM	PEDESTRIAN STOP	37.36686104	-121.8679612	3	Wednesday
834,210,732	02/14/2018 05:50:18 AM	VEHICLE BURGLARY	37.09633262	-121.630994	5	Wednesday
834,210,730	02/14/2018 06:33:51 AM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.2923911	-122.0313452	6	Wednesday
834,210,728	02/14/2018 07:20:15 AM	VEHICLE STOP	37.29402675	-122.0289377	7	Wednesday
834,210,727	02/14/2018 07:22:42 AM	VEHICLE STOP	37.13892019	-121.6604895	7	Wednesday
834,210,726	02/14/2018 07:32:15 AM	PEDESTRIAN STOP	37.01400807	-121.716921	7	Wednesday
834,210,724	02/14/2018 07:34:43 AM	VEHICLE STOP	37.24581174	-121.9965144	7	Wednesday
834,210,722	02/14/2018 07:41:39 AM	ABANDONED VEHICLE	37.3158814	-122.0710665	7	Wednesday
834,210,720	02/14/2018 07:44:18 AM	VEHICLE STOP	37.37761305	-121.8306423	7	Wednesday
834,210,715	02/14/2018 08:01:19 AM	ALARM, AUDIBLE	37.37068527	-121.8207106	8	Wednesday
834,210,714	02/14/2018 08:07:16 AM	TRAFFIC SITUATION	37.26751392	-122.0289113	8	Wednesday
834,210,712	02/14/2018 08:10:03 AM	VEHICLE STOP	37.33774835	-122.0211977	8	Wednesday
834,210,711	02/14/2018 08:14:40 AM	VEHICLE STOP	37.32269334	-121.9344602	8	Wednesday
834,210,709	02/14/2018 08:17:02 AM	VEHICLE STOP	37.31037151	-122.0125938	8	Wednesday
834,210,708	02/14/2018 08:17:14 AM	STOLEN VEHICLE	37.37310255	-121.8192391	8	Wednesday
834,210,705	02/14/2018 08:32:31 AM	VEHICLE STOP	37.32585048	-122.0132166	8	Wednesday
834,210,703	02/14/2018 08:33:28 AM	VEHICLE STOP	37.27696179	-122.0063496	8	Wednesday
834,210,702	02/14/2018 08:35:50 AM	VEHICLE STOP	37.31563803	-122.0495328	8	Wednesday
834,210,696	02/14/2018 08:49:36 AM	PEDESTRIAN STOP	37.34232803	-121.7208234	8	Wednesday
834,219,721	02/14/2018 09:05:46 AM	DISTURBANCE	37.41183372	-122.1229485	9	Wednesday
834,210,688	02/14/2018 09:18:01 AM	DISTURBANCE, NEIGHBOR	37.36633148	-122.1529674	9	Wednesday
834,210,687	02/14/2018 09:20:09 AM	THEFT	37.32296183	-122.0334162	9	Wednesday
834,210,682	02/14/2018 09:29:22 AM	VEHICLE STOP	37.3122537	-122.0541051	9	Wednesday
834,210,680	02/14/2018 09:31:08 AM	VEHICLE STOP	37.28127248	-122.0017959	9	Wednesday
834,210,678	02/14/2018 09:32:52 AM	VEHICLE STOP	37.33827498	-122.0046616	9	Wednesday
834,210,676	02/14/2018 09:35:00 AM	WELFARE CHECK	37.15838317	-121.9683769	9	Wednesday
834,210,675	02/14/2018 09:37:25 AM	ALARM, AUDIBLE	37.1563382	-121.6615143	9	Wednesday
834,210,672	02/14/2018 09:49:52 AM	VEHICLE STOP	37.28087591	-121.9969411	9	Wednesday
834,210,670	02/14/2018 09:54:06 AM	VEHICLE STOP	37.3204147	-122.0311628	9	Wednesday
834,210,668	02/14/2018 10:09:43 AM	ALARM, SILENT	37.35344923	-121.902054	10	Wednesday
834,210,667	02/14/2018 10:09:44 AM	VEHICLE STOP	37.31754332	-122.0119823	10	Wednesday
834,210,664	02/14/2018 10:13:31 AM	VEHICLE STOP	37.25893863	-122.0309697	10	Wednesday
834,210,660	02/14/2018 10:22:10 AM	PEDESTRIAN STOP	37.33579132	-121.8901646	10	Wednesday
834,219,715	02/14/2018 10:27:32 AM	DISTURBANCE	37.3164052	-121.8551388	10	Wednesday
834,210,656	02/14/2018 10:28:54 AM	VEHICLE STOP	37.32302041	-122.0053863	10	Wednesday
834,210,655	02/14/2018 10:30:04 AM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.38661844	-121.9520735	10	Wednesday
834,060,253	02/09/2018 06:24:04 PM	VEHICLE STOP	37.29403752	-121.9884376	18	Friday
834,060,251	02/09/2018 06:29:26 PM	VEHICLE STOP	37.11798009	-121.9212123	18	Friday
834,060,250	02/09/2018 06:32:43 PM	FOOT PATROL	37.30753344	-122.0404585	18	Friday
834,060,248	02/09/2018 06:37:11 PM	ABANDONED VEHICLE	37.2720136	-122.0126085	18	Friday
834,060,244	02/09/2018 06:46:38 PM	DISTURBANCE	37.21059269	-121.7194989	18	Friday
834,060,241	02/09/2018 06:51:21 PM	VEHICLE STOP	37.32303497	-122.0023255	18	Friday
834,060,240	02/09/2018 06:52:33 PM	ABANDONED VEHICLE, BLOCKING DRIVEWAY	37.25701057	-122.0317893	18	Friday
834,060,239	02/09/2018 06:54:25 PM	WELFARE CHECK	37.30870439	-122.0701936	18	Friday
834,060,237	02/09/2018 06:54:55 PM	ABANDONED VEHICLE	37.32695813	-121.9298299	18	Friday
834,060,233	02/09/2018 07:05:59 PM	BURGLARY (460)	36.98572525	-121.5421254	19	Friday
834,060,230	02/09/2018 07:21:24 PM	WELFARE CHECK	37.23825851	-122.0058796	19	Friday
834,060,229	02/09/2018 07:24:20 PM	ALARM, AUDIBLE	37.246211	-122.0050089	19	Friday
834,060,228	02/09/2018 07:25:09 PM	TRESPASSING	37.32292916	-122.0394689	19	Friday
834,060,227	02/09/2018 07:25:54 PM	VEHICLE STOP	37.25344667	-121.8578467	19	Friday
834,060,224	02/09/2018 07:33:50 PM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.17071663	-121.9888011	19	Friday
834,060,222	02/09/2018 07:37:12 PM	PEDESTRIAN STOP	37.32944811	-121.8904593	19	Friday
834,060,221	02/09/2018 07:39:44 PM	Other	37.2439224	-121.8192631	19	Friday
834,060,219	02/09/2018 07:44:34 PM	WELFARE CHECK	37.31493529	-121.9309411	19	Friday
834,060,218	02/09/2018 07:44:50 PM	VEHICLE STOP	37.33676875	-121.8971315	19	Friday
834,060,217	02/09/2018 07:53:06 PM	DISTURBANCE, FIGHT	37.34396306	-121.7678434	19	Friday
834,060,216	02/09/2018 07:59:23 PM	PEDESTRIAN STOP	37.29934752	-121.9304364	19	Friday
834,060,215	02/09/2018 08:02:33 PM	DISTURBANCE	37.32381502	-121.9260552	20	Friday
834,060,213	02/09/2018 08:06:58 PM	PEDESTRIAN STOP	37.10261603	-121.6294085	20	Friday
834,060,209	02/09/2018 08:32:49 PM	HIT AND RUN  PROPERTY DAMAGE ONLY	37.32295252	-122.0159782	20	Friday
834,060,205	02/09/2018 08:44:04 PM	ABANDONED VEHICLE	37.39042128	-122.1290928	20	Friday
834,060,203	02/09/2018 08:45:12 PM	VEHICLE STOP	37.25945381	-121.9278179	20	Friday
834,060,202	02/09/2018 08:46:09 PM	VEHICLE STOP	37.14185207	-121.968842	20	Friday
834,060,196	02/09/2018 08:54:52 PM	VEHICLE STOP	37.37322297	-121.8219601	20	Friday
834,060,195	02/09/2018 09:00:43 PM	VEHICLE STOP	37.36718418	-121.8279099	21	Friday
834,060,193	02/09/2018 09:01:52 PM	VEHICLE STOP	37.25814064	-122.0300255	21	Friday
834,060,191	02/09/2018 09:06:12 PM	TRESPASSING	37.37602313	-121.8359142	21	Friday
834,060,189	02/09/2018 09:07:45 PM	UNKNOWN TYPE 911 CALL	37.30447799	-122.0338279	21	Friday
834,060,187	02/09/2018 09:14:30 PM	VEHICLE STOP	37.31572013	-122.0330613	21	Friday
834,060,186	02/09/2018 09:14:46 PM	VEHICLE STOP	37.36470269	-121.8369506	21	Friday
834,060,185	02/09/2018 09:19:35 PM	DISTURBANCE	37.37530516	-121.8343182	21	Friday
834,060,183	02/09/2018 09:27:05 PM	VEHICLE STOP	37.32007347	-122.0221449	21	Friday
834,060,182	02/09/2018 09:31:21 PM	DISTURBANCE	37.30985668	-121.8831143	21	Friday
834,060,180	02/09/2018 09:36:49 PM	ALARM, AUDIBLE	37.38889173	-121.9857155	21	Friday
834,060,177	02/09/2018 09:52:19 PM	PEDESTRIAN STOP	37.30364996	-121.8597901	21	Friday
834,060,175	02/09/2018 09:54:34 PM	RECKLESS DRIVING	37.31828251	-121.9285634	21	Friday
834,060,174	02/09/2018 09:56:41 PM	PEDESTRIAN STOP	37.30179165	-121.9304832	21	Friday
834,060,173	02/09/2018 09:57:30 PM	VEHICLE STOP	37.28092286	-121.993264	21	Friday
834,060,170	02/09/2018 10:14:49 PM	ASSAULT AND BATTERY	37.41828752	-121.9046494	22	Friday
834,060,168	02/09/2018 10:19:14 PM	ALARM, AUDIBLE	37.2720982	-122.0124383	22	Friday
834,060,165	02/09/2018 10:27:23 PM	VEHICLE STOP	37.30376341	-122.0313375	22	Friday
834,060,164	02/09/2018 10:28:06 PM	DISTURBANCE	37.33571374	-121.8890624	22	Friday
834,060,163	02/09/2018 10:33:52 PM	UNKNOWN TYPE 911 CALL	37.29449682	-121.8718629	22	Friday
834,060,162	02/09/2018 10:34:37 PM	WELFARE CHECK	37.31256864	-121.9335437	22	Friday
834,060,161	02/09/2018 10:40:01 PM	ALARM, AUDIBLE	37.09822065	-121.6340056	22	Friday
834,060,160	02/09/2018 10:40:12 PM	VEHICLE STOP	37.04181403	-121.5851163	22	Friday
834,060,158	02/09/2018 10:49:05 PM	VEHICLE STOP	37.34022805	-121.8808212	22	Friday
834,060,151	02/09/2018 11:12:24 PM	PEDESTRIAN STOP	37.33630431	-121.8879038	23	Friday
834,060,149	02/09/2018 11:18:01 PM	DISTURBANCE	37.29789202	-121.9304086	23	Friday
834,060,147	02/09/2018 11:22:49 PM	PEDESTRIAN STOP	37.03127347	-121.5733846	23	Friday
834,060,146	02/09/2018 11:25:52 PM	VEHICLE STOP	37.3115942	-121.9939455	23	Friday
834,061,762	02/06/2018 06:30:37 PM	VEHICLE STOP	37.22242429	-121.8717095	18	Tuesday
834,061,761	02/06/2018 06:32:23 PM	VEHICLE STOP	37.30641326	-121.9950454	18	Tuesday
834,061,759	02/06/2018 06:34:42 PM	VEHICLE STOP	37.05767433	-121.5888755	18	Tuesday
834,061,756	02/06/2018 06:36:53 PM	VEHICLE STOP	37.22632953	-121.901905	18	Tuesday
834,061,755	02/06/2018 06:38:33 PM	THEFT	37.31989424	-121.9299699	18	Tuesday
834,061,753	02/06/2018 06:42:00 PM	VEHICLE STOP	37.06250987	-121.5750997	18	Tuesday
834,061,744	02/06/2018 07:12:43 PM	VEHICLE STOP	37.3061557	-121.9291913	19	Tuesday
834,061,743	02/06/2018 07:20:32 PM	VEHICLE STOP	37.36087778	-121.8166833	19	Tuesday
834,061,738	02/06/2018 07:32:34 PM	DISTURBANCE	37.32849509	-121.892299	19	Tuesday
834,061,737	02/06/2018 07:40:03 PM	VEHICLE STOP	37.35080848	-121.8258986	19	Tuesday
834,061,729	02/06/2018 08:04:55 PM	ALARM, AUDIBLE	37.27804959	-122.0050653	20	Tuesday
834,061,723	02/06/2018 08:16:38 PM	VEHICLE BURGLARY	37.24259586	-121.8028176	20	Tuesday
834,061,721	02/06/2018 08:19:50 PM	Other	37.28843997	-121.8285053	20	Tuesday
834,061,719	02/06/2018 08:22:41 PM	DISTURBANCE	37.25117594	-121.94807	20	Tuesday
834,061,712	02/06/2018 08:39:47 PM	Other	37.28152479	-121.8375603	20	Tuesday
834,061,709	02/06/2018 08:47:26 PM	DISTURBANCE	37.35244243	-121.9916313	20	Tuesday
834,061,708	02/06/2018 08:48:43 PM	VEHICLE STOP	37.12800298	-121.9489829	20	Tuesday
834,061,707	02/06/2018 08:50:46 PM	STOLEN VEHICLE	37.42038856	-122.1683193	20	Tuesday
834,061,706	02/06/2018 08:51:39 PM	Other	37.40412589	-121.8363827	20	Tuesday
834,061,704	02/06/2018 09:04:06 PM	DISTURBANCE	37.38614778	-122.0829064	21	Tuesday
834,061,702	02/06/2018 09:08:06 PM	VEHICLE STOP	37.31456097	-121.9119853	21	Tuesday
834,061,701	02/06/2018 09:09:43 PM	VEHICLE STOP	37.25608068	-121.9545908	21	Tuesday
834,061,698	02/06/2018 09:13:52 PM	WELFARE CHECK	37.44332411	-122.1630101	21	Tuesday
834,061,694	02/06/2018 09:22:08 PM	Other	37.40897389	-121.8012106	21	Tuesday
834,061,687	02/06/2018 09:52:20 PM	PEDESTRIAN STOP	37.31070947	-121.9305851	21	Tuesday
834,061,684	02/06/2018 10:04:50 PM	PEDESTRIAN STOP	37.08782085	-121.601347	22	Tuesday
834,061,681	02/06/2018 10:14:11 PM	PETTY THEFT	37.42812952	-122.1551284	22	Tuesday
834,061,680	02/06/2018 10:17:19 PM	PEDESTRIAN STOP	37.3361334	-121.8893454	22	Tuesday
834,061,677	02/06/2018 10:30:39 PM	DISTURBANCE	37.05916963	-121.6617231	22	Tuesday
834,061,673	02/06/2018 10:39:34 PM	VEHICLE STOP	37.34552023	-122.0130645	22	Tuesday
834,061,672	02/06/2018 10:42:55 PM	ALARM, AUDIBLE	37.31788488	-122.0693547	22	Tuesday
834,061,670	02/06/2018 10:51:54 PM	VEHICLE STOP	37.30289148	-121.979055	22	Tuesday
834,061,668	02/06/2018 11:00:10 PM	WELFARE CHECK	37.33632885	-122.0219944	23	Tuesday
834,061,665	02/06/2018 11:06:35 PM	VEHICLE STOP	37.29137042	-122.0312556	23	Tuesday
834,061,659	02/06/2018 11:23:24 PM	VEHICLE STOP	37.36535017	-121.8490066	23	Tuesday
834,061,658	02/06/2018 11:38:41 PM	Other	37.36574465	-121.8267143	23	Tuesday
834,061,655	02/06/2018 11:40:51 PM	VEHICLE STOP	37.37409508	-121.8720516	23	Tuesday
834,061,653	02/06/2018 11:57:22 PM	VEHICLE STOP	37.29106566	-121.9853874	23	Tuesday
834,061,651	02/07/2018 12:07:22 AM	VEHICLE STOP	37.00957973	-121.5138253	0	Wednesday
834,061,648	02/07/2018 12:16:38 AM	VEHICLE STOP	37.29688733	-121.9850905	0	Wednesday
834,061,646	02/07/2018 12:30:48 AM	VEHICLE STOP	37.39672492	-121.8441684	0	Wednesday
834,061,642	02/07/2018 12:41:28 AM	VEHICLE STOP	37.34019783	-121.8894209	0	Wednesday
834,061,641	02/07/2018 12:41:38 AM	VEHICLE STOP	37.32340323	-121.96873	0	Wednesday
834,061,637	02/07/2018 12:57:02 AM	THEFT	37.31986161	-121.9353344	0	Wednesday
834,061,634	02/07/2018 01:05:15 AM	PEDESTRIAN STOP	37.30971319	-121.9949739	1	Wednesday
834,061,631	02/07/2018 01:21:02 AM	VEHICLE STOP	37.31582147	-121.9855355	1	Wednesday
834,061,630	02/07/2018 01:23:01 AM	VEHICLE STOP	37.31790693	-122.0683234	1	Wednesday
834,061,629	02/07/2018 01:48:31 AM	STOLEN VEHICLE	37.32094126	-121.9102142	1	Wednesday
834,061,627	02/07/2018 02:02:08 AM	VEHICLE STOP	37.29450551	-121.9303782	2	Wednesday
834,061,625	02/07/2018 02:10:56 AM	VEHICLE STOP	37.31570527	-122.0221935	2	Wednesday
834,061,621	02/07/2018 02:47:47 AM	Other	37.2508902	-121.8386962	2	Wednesday
834,061,619	02/07/2018 03:33:04 AM	PEDESTRIAN STOP	37.37009152	-121.8417963	3	Wednesday
834,061,618	02/07/2018 03:45:48 AM	VEHICLE STOP	37.39989594	-121.8457404	3	Wednesday
834,061,612	02/07/2018 04:47:27 AM	PEDESTRIAN STOP	37.32298432	-122.014156	4	Wednesday
834,061,608	02/07/2018 05:39:36 AM	ASSAULT AND BATTERY	37.42191241	-121.9113643	5	Wednesday
834,061,603	02/07/2018 07:03:10 AM	PARKING VIOLATION	37.37387738	-121.8930762	7	Wednesday
834,061,601	02/07/2018 07:12:29 AM	RECKLESS DRIVING	37.33314883	-122.0560189	7	Wednesday
833,994,848	08/03/2017 08:20:57 AM	VEHICLE STOP	37.30609856	-122.0313166	8	Thursday
834,061,599	02/07/2018 07:21:39 AM	VEHICLE STOP	37.40213451	-121.9383278	7	Wednesday
834,061,597	02/07/2018 07:36:02 AM	VEHICLE STOP	37.32295466	-122.0221692	7	Wednesday
834,061,595	02/07/2018 07:40:14 AM	VEHICLE STOP	37.37958882	-121.847887	7	Wednesday
834,061,590	02/07/2018 07:50:15 AM	VEHICLE STOP	37.37399966	-121.8575949	7	Wednesday
834,061,587	02/07/2018 07:58:27 AM	VEHICLE ACCIDENT, PROPERTY DAMAGE	36.96640718	-121.5598614	7	Wednesday
834,061,585	02/07/2018 08:01:18 AM	DISTURBANCE	37.36179218	-121.9084046	8	Wednesday
834,061,584	02/07/2018 08:03:25 AM	VEHICLE STOP	37.28451581	-121.9984234	8	Wednesday
834,061,581	02/07/2018 08:09:48 AM	VEHICLE STOP	37.30103231	-122.0311784	8	Wednesday
834,061,578	02/07/2018 08:12:17 AM	ABANDONED VEHICLE	37.37145454	-121.820208	8	Wednesday
834,061,577	02/07/2018 08:12:30 AM	TRAFFIC HAZARD	37.29058351	-121.846695	8	Wednesday
834,061,576	02/07/2018 08:13:57 AM	Other	37.30985821	-122.0221088	8	Wednesday
834,061,573	02/07/2018 08:19:07 AM	VEHICLE STOP	37.37320605	-122.1469932	8	Wednesday
834,061,568	02/07/2018 08:35:08 AM	VEHICLE STOP	37.35510096	-121.9033581	8	Wednesday
834,061,565	02/07/2018 08:40:02 AM	VEHICLE STOP	37.37093768	-122.1095666	8	Wednesday
834,061,560	02/07/2018 08:51:57 AM	VEHICLE STOP	37.37367648	-122.1127576	8	Wednesday
834,061,559	02/07/2018 08:53:53 AM	PEDESTRIAN STOP	37.31738637	-121.9306441	8	Wednesday
834,061,557	02/07/2018 08:55:34 AM	THEFT	37.25228264	-122.0098386	8	Wednesday
834,061,556	02/07/2018 08:58:21 AM	ABANDONED VEHICLE	37.36982812	-121.8212117	8	Wednesday
834,061,555	02/07/2018 08:59:51 AM	VEHICLE ACCIDENT, PROPERTY DAMAGE, CO VE	37.30659786	-121.920844	8	Wednesday
834,061,553	02/07/2018 08:59:58 AM	WELFARE CHECK	37.31961367	-122.0022224	8	Wednesday
