1,21371517.49,5412572.475
4,21371631.33,5412536.546
10,21371575.77,5412379.118
20,21372082.13,5412363.208
26,21372056.51,5412267.746
30,21372141.82,5412338.02
41,21372310.51,5412165.088
61,21372401.11,5412525.98
72,21372447.04,5412350.085
87,21372751.73,5412303.747
92,21372685.92,5412204.198
111,21373040.79,5411949.933
118,21373179.7,5412072.964
132,21373568.64,5411851.507
140,21373655.95,5411518.132
148,21373962.34,5411452.25
153,21374040.92,5411301.438
170,21374298.1,5411500.669
176,21374455.26,5411391.925
186,21374455.26,5411590.363
192,21374594.96,5411663.388
208,21375111.69,5411576.076
216,21375524.44,5411715.776
224,21375714.94,5411526.863
229,21375710.97,5411614.176
241,21376029.27,5411671.502
261,21376182.73,5411246.051
268,21376415.56,5411361.41
275,21376602.89,5411135.984
280,21376874.88,5411158.209
290,21376955.31,5411361.41
295,21377147.93,5411418.56
299,21377106.65,5411549.794
305,21377319.38,5411684.202
315,21377346.89,5411886.344
328,21377669.69,5412016.52
336,21378000.95,5411812.261
344,21378199.91,5411866.236
350,21378248.6,5411621.76
355,21378450.74,5411593.185
361,21378562.92,5411384.693
383,21379306.03,5411580.274
394,21379617.18,5411388.186
406,21379927.54,5411427.873
416,21380025.17,5411167.523
428,21380362.52,5411211.179
439,21380629.22,5411414.38
447,21380766.54,5411206.152
462,21381200.72,5411234.727
473,21381628.68,5410902.939
485,21381957.3,5411004.695
491,21382073.18,5410909.289
495,21382047.78,5411064.864
499,21382230.35,5411074.389
503,21382336.71,5411245.84
506,21382508.16,5411210.915
512,21382654.21,5411453.803
518,21382733.58,5411337.915
522,21383005.05,5411496.665
528,21382897.1,5411315.901
534,21383064.31,5411206.893
540,21383051.61,5411380.46
546,21383136.28,5411261.926
552,21383183.91,5411388.927
569,21383713.07,5411520.16
586,21383912.04,5411911.744
596,21384297.27,5411685.261
606,21384402.05,5411886.344
614,21384585.14,5411755.111
621,21384630.65,5411886.344
626,21384801.04,5411827.078
638,21384972.49,5412226.07
652,21385495.39,5412369.236
