1,21371517.49,5412572.475
2,21371571.8,5412578.879
3,21371616.78,5412565.65
4,21371631.33,5412536.546
5,21371622.07,5412516.702
6,21371579.73,5412518.025
7,21371551.95,5412492.889
8,21371545.34,5412449.233
9,21371550.63,5412416.16
10,21371575.77,5412379.118
11,21371610.16,5412367.212
12,21371655.14,5412398.962
13,21371713.35,5412393.671
14,21371766.27,5412364.566
15,21371801.98,5412311.65
16,21371839.03,5412303.712
17,21371932.95,5412327.525
18,21372029.53,5412363.243
19,21372062.23,5412364.478
20,21372082.13,5412363.208
21,21372084.45,5412346.275
22,21372068.79,5412329.13
23,21372048.26,5412315.371
24,21372044.24,5412299.496
25,21372045.3,5412278.965
26,21372056.51,5412267.746
27,21372080.01,5412279.811
28,21372106.26,5412311.35
29,21372125.09,5412334.633
30,21372141.82,5412338.02
31,21372155.36,5412327.436
32,21372157.06,5412290.818
33,21372164.68,5412268.593
34,21372182.88,5412256.951
35,21372210.61,5412254.2
36,21372233.89,5412244.04
37,21372245.74,5412229.646
38,21372248.71,5412208.691
39,21372259.08,5412192.393
40,21372286.6,5412171.438
41,21372310.51,5412165.088
42,21372336.97,5412176.094
43,21372364.91,5412208.268
44,21372388.83,5412243.828
45,21372401.32,5412271.133
46,21372402.59,5412304.365
47,21372386.08,5412312.408
48,21372369.99,5412308.598
49,21372349.67,5412301.825
50,21372325.75,5412312.831
51,21372322.16,5412337.385
52,21372333.8,5412364.266
53,21372340.36,5412388.608
54,21372336.97,5412404.272
55,21372317.29,5412423.322
56,21372320.04,5412440.89
57,21372340.15,5412464.808
58,21372357.29,5412489.15
59,21372363.64,5412508.835
60,21372379.94,5412523.864
61,21372401.11,5412525.98
62,21372415.71,5412516.032
63,21372404.49,5412498.463
64,21372385.66,5412481.318
65,21372387.56,5412464.173
66,21372407.25,5412449.357
67,21372440.27,5412444.277
68,21372454.87,5412429.037
69,21372462.91,5412413.373
70,21372446.19,5412394.535
71,21372437.3,5412372.945
72,21372447.04,5412350.085
73,21372471.17,5412344.158
74,21372507.79,5412333.363
75,21372540.81,5412334.21
76,21372568.11,5412361.515
77,21372588.68,5412365.263
78,21372600.59,5412355.672
79,21372603.24,5412329.214
80,21372603.9,5412310.362
81,21372611.17,5412293.495
82,21372630.69,5412289.526
83,21372643.59,5412317.638
84,21372667.73,5412336.49
85,21372691.87,5412334.174
86,21372726.6,5412311.685
87,21372751.73,5412303.747
88,21372756.03,5412286.549
89,21372735.2,5412271.336
90,21372699.15,5412260.091
91,21372682.61,5412232.31
92,21372685.92,5412204.198
93,21372705.43,5412183.362
94,21372735.86,5412168.81
95,21372751.73,5412136.729
96,21372762.65,5412116.554
97,21372786.13,5412102.333
98,21372799.69,5412121.184
99,21372800.35,5412158.557
100,21372816.56,5412170.463
101,21372838.06,5412163.187
102,21372847.91,5412139.639
103,21372849.5,5412120.589
104,21372878.87,5412116.62
105,21372889.19,5412088.045
106,21372886.8,5412065.82
107,21372929.67,5412057.883
108,21372961.42,5412042.802
109,21372982.85,5412014.227
110,21373007.46,5411970.57
111,21373040.79,5411949.933
112,21373062.22,5411968.983
113,21373043.97,5412000.513
114,21373056.67,5412027.72
115,21373074.92,5412057.883
116,21373107.47,5412060.264
117,21373136.04,5412079.314
118,21373179.7,5412072.964
119,21373229.71,5412055.502
120,21373243.99,5412036.452
121,21373229.71,5412000.628
122,21373278.12,5411962.633
123,21373333.69,5411946.758
124,21373357.5,5411924.533
125,21373361.47,5411897.545
126,21373380.52,5411886.432
127,21373408.3,5411908.658
128,21373421.79,5411934.058
129,21373458.31,5411918.976
130,21373486.88,5411887.226
131,21373535.3,5411872.145
132,21373568.64,5411851.507
133,21373581.34,5411812.614
134,21373609.12,5411768.163
135,21373604.36,5411725.301
136,21373613.09,5411670.532
137,21373614.67,5411623.701
138,21373603.56,5411587.982
139,21373621.02,5411559.407
140,21373655.95,5411518.132
141,21373682.14,5411498.288
142,21373707.54,5411503.844
143,21373730.56,5411524.482
144,21373749.61,5411522.894
145,21373790.89,5411491.144
146,21373842.48,5411469.713
147,21373917.09,5411458.6
148,21373962.34,5411452.25
149,21373986.94,5411431.613
150,21373973.45,5411389.544
151,21373981.39,5411364.938
152,21374002.57,5411333.188
153,21374040.92,5411301.438
154,21374069.49,5411302.231
155,21374066.32,5411326.838
156,21374048.06,5411349.063
157,21374067.11,5411390.338
158,21374086.96,5411403.038
159,21374121.88,5411401.45
160,21374153.63,5411379.225
161,21374158.39,5411352.238
162,21374164.74,5411333.188
163,21374185.38,5411341.919
164,21374206.02,5411375.256
165,21374220.31,5411380.019
166,21374221.1,5411416.532
167,21374233.01,5411441.932
168,21374263.17,5411453.838
169,21374273.49,5411478.444
170,21374298.1,5411500.669
171,21374336.99,5411485.588
172,21374360.01,5411450.663
173,21374353.66,5411403.831
174,21374385.41,5411385.575
175,21374419.54,5411378.431
176,21374455.26,5411391.925
177,21374467.16,5411431.613
178,21374480.66,5411456.219
179,21374505.26,5411463.363
180,21374514.79,5411479.238
181,21374498.91,5411499.875
182,21374478.28,5411510.988
183,21374460.81,5411530.832
184,21374467.16,5411553.057
185,21374461.61,5411569.726
186,21374455.26,5411590.363
187,21374472.72,5411613.382
188,21374497.33,5411627.669
189,21374532.25,5411623.701
190,21374547.33,5411624.494
191,21374572.73,5411645.926
192,21374594.96,5411663.388
193,21374625.91,5411666.563
194,21374668.78,5411655.451
195,21374683.86,5411647.513
196,21374703.7,5411662.594
197,21374725.13,5411681.645
198,21374757.68,5411693.551
199,21374802.13,5411694.345
200,21374844.2,5411686.407
201,21374880.71,5411680.851
202,21374906.11,5411664.976
203,21374950.56,5411666.563
204,21374991.83,5411666.563
205,21375038.67,5411656.245
206,21375071.21,5411622.907
207,21375095.82,5411591.951
208,21375111.69,5411576.076
209,21375139.47,5411585.601
210,21375163.28,5411627.669
211,21375199.8,5411646.719
212,21375283.14,5411662.594
213,21375308.54,5411674.501
214,21375406.17,5411701.488
215,21375482.37,5411709.426
216,21375524.44,5411715.776
217,21375560.16,5411698.313
218,21375606.2,5411663.388
219,21375616.52,5411638.782
220,21375619.69,5411611.001
221,21375631.6,5411580.838
222,21375645.89,5411557.026
223,21375679.22,5411537.182
224,21375714.94,5411526.863
225,21375740.34,5411538.769
226,21375729.23,5411562.582
227,21375699.07,5411584.807
228,21375691.13,5411601.476
229,21375710.97,5411614.176
230,21375744.31,5411604.651
231,21375771.3,5411604.651
232,21375791.14,5411615.763
233,21375814.95,5411615.763
234,21375838.77,5411608.619
235,21375868.93,5411621.319
236,21375885.6,5411641.957
237,21375903.85,5411645.926
238,21375929.25,5411636.401
239,21375974.23,5411664.094
240,21376009.16,5411682.086
241,21376029.27,5411671.502
242,21376028.21,5411652.452
243,21376020.8,5411629.169
244,21376033.5,5411604.827
245,21376053.61,5411594.244
246,21376054.67,5411572.019
247,21376030.33,5411551.91
248,21376022.92,5411515.927
249,21376034.56,5411490.527
250,21376044.08,5411466.185
251,21376046.2,5411437.61
