1 ,461.3979,1233.7445 
2 ,468.8314,1215.1773 
3 ,476.3487,1196.6438 
4 ,484.1030,1178.2085 
5 ,492.1415,1159.8954 
6 ,500.5526,1141.7503 
7 ,509.3293,1123.7792 
8 ,518.4567,1105.9835 
9 ,527.9635,1088.3878 
10,537.7855,1070.9661 
11,547.9661,1053.7512 
12,558.5152,1036.7599 
13,569.3558,1019.9530 
14,580.5742,1003.3960 
15,592.0888, 987.0437  
16,603.9531, 970.9433  
17,616.1187, 955.0694  
18,628.5956, 939.4388  
19,641.4032, 924.0781  
20,654.4958, 908.9596  
21,667.9082, 894.1241  
22,681.5855, 879.5323  
23,695.5862, 865.2506  
24,709.8540, 851.2362  
25,724.3871, 837.4967  
26,739.2029, 824.0624  
27,754.2954, 810.9400  
28,769.6318, 798.1037  
29,785.2134, 785.5656  
30,801.0688, 773.3756  
31,817.1504, 761.4860  
32,833.4700, 749.9253  
33,850.0092, 738.6809  
34,866.7712, 727.7710  
35,883.7548, 717.2092  
36,900.9308, 706.9634  
37,918.2537, 696.9677  
38,935.6352, 687.0742  
