µãºÅ	N(m)		E(m)		U(m)
HKLT	0.000000	0.000000	0.000000
HKCL	-13539.323257	-9161.117979	-139.230806
HKFN	8484.021667	14565.073864	-107.004725
HKKS	-5528.754043	32475.020824	-166.248050
HKKT	2966.314513	7199.615843	-96.100614
HKLM	-22050.405840	12726.596437	-168.376955
