1,472023.502,3831702.467,136.49
2,471988.953,3831679.064,137.29
3,471943.934,3831698.491,138.82
4,471902.02,3831672.678,139.11
5,471903.563,3831666.001,137.72
6,471789.002,3831805.751,139.89
7,471805.479,3831741.906,139.97
8,471791.946,3831792.745,139.77
9,471775.609,3831808.151,140.39
10,471790.44,3831598.506,141.5
11,472031.446,3831732.412,136.392
12,472031.34,3831717.084,136.303
13,472035.177,3831715.438,133.092
14,471681.683,3831800.557,141.414
15,471669.563,3831806.211,141.512
16,471658.458,3831794.176,141.806
17,471656.491,3831783.755,141.868
18,471675.564,3831752.653,131.925
19,471679.626,3831751.293,135.34
20,471693.139,3831730.472,133.702
21,471697.735,3831694.552,135.039
22,471694.952,3831688.378,139.838
23,471787.896,3831715.643,139.45
24,471791.161,3831712.479,137.413
25,471792.704,3831705.847,137.095
26,471808.53,3831682.002,131.934
27,471813.269,3831690.134,134.133
28,471806.24,3831690.191,135
29,471807.348,3831698.282,134.456
30,471819.087,3831709.961,134.518
31,471835.613,3831711.166,133.297
32,471843.749,3831717.242,132.288
33,471842.463,3831711.109,133.383
34,471839.4,3831703.76,133.37
35,471832.892,3831701.048,133.121
36,471844.293,3831797.841,125.175
37,471856.883,3831755.258,139.109
38,471857.934,3831749.05,139.692
39,471861.045,3831736.819,140.183
40,471863.685,3831723.725,140.499
41,471863.959,3831712.068,138.217
42,471869.834,3831709.142,140.365
43,471870.664,3831701.421,140.115
44,471864.315,3831701.881,136.928
45,471864.049,3831692.887,136.16
46,471867.138,3831688.739,138.191
47,471862.681,3831682.358,137.976
48,471863.502,3831680.355,139.582
49,471870.738,3831684.771,139.496
50,471976.454,3831609.1,135.115
51,472031.33,3831622.51,135.03
52,472029.02,3831645.27,134.44
53,471896.41,3831609.19,128.14
54,471900.49,3831593.78,133.35
55,471917.07,3831557.67,127.16
56,471926.13,3831538.05,129.32
57,471908.749,3831536.649,128.78
58,471859.8,3831632.29,133
59,471812.243,3831610.756,141.23
60,471931.646,3831586.894,127.42
61,471938.57,3831606.71,127.44
62,471965.13,3831601.05,129.21
63,472024.33,3831579.76,138.67
64,471995.03,3831572.72,138.79
65,471982.62,3831605.7,139.25
66,471995.68,3831614.42,132.33
67,472002.86,3831626.93,132.19
68,471792.91,3831630.39,139.06
69,471833.83,3831644.79,137.9
70,471847.52,3831629.87,131.16
71,471875.67,3831565.75,130.48
72,471866.376,3831578.268,139.83
73,471920.73,3831633.83,133.63
74,471910.79,3831622.41,130.97
75,471918.55,3831568.92,126.98
76,471942.207,3831577.139,127.74
77,471952.07,3831582.17,133.8
78,471967.336,3831546.199,135.98
79,471955.939,3831560.072,131.84
80,471935.81,3831559.32,127.54
81,471922.83,3831645.08,136.74
82,471939.567,3831630.464,129.49
83,471934.87,3831643.6,136.11
84,471970.32,3831643.67,134.66
85,472011.62,3831641.99,133.33
86,472020.79,3831619.12,139.27
87,472031.8,3831604.47,138.36
88,472031.87,3831555.43,136.66
89,472032.262,3831608.33,135.52
90,471703.37,3831619.09,143.53
91,471702.45,3831627.24,143.46
92,471692.8,3831621.88,143.63
93,471713.99,3831623.74,142.23
94,471721.18,3831611.4,143.05
95,471725.67,3831625.95,143.2
96,471748.38,3831633.87,142.94
97,471749.25,3831610.9,142.68
98,471610.68,3831642.11,140.43
99,471607.2,3831638.45,144.62
100,471564.52,3831614.41,139.9
101,471835.884,3831540.125,129.53
102,471700.29,3831523.85,133.16
103,471755.63,3831529.4,130.48
104,471800.94,3831529.488,130.44
105,471780,3831561.54,142
106,471781.71,3831541.24,133.52
107,471732.45,3831563.31,142.76
108,471709.74,3831544.33,131.03
109,471686.46,3831527.86,132.81
110,471668.477,3831553.35,133.81
111,471645.81,3831584.96,145.31
112,471664.18,3831597.63,145.23
113,471690.01,3831584.06,144.46
114,471662.59,3831573.68,138.05
115,471615.85,3831585.08,144.91
116,471598.19,3831561.03,143.86
117,471584.51,3831546.45,134.99
118,471535.97,3831583.59,145.69
119,471547.713,3831598.646,144
120,471575.55,3831621.93,141.34
121,471547.96,3831615.777,148.27
122,471520.89,3831622.56,147.7
123,471486.72,3831644.91,147.58
124,471485.59,3831608.6,148.38
125,471512.85,3831591.89,147.24
126,471491.89,3831579.45,148
127,471506.412,3831569.383,148.03
128,471515.23,3831553.51,147.94
129,471505.78,3831546.26,148.23
130,471491.89,3831526.15,148.74
131,471813.18,3831565.23,141.18
132,471782.16,3831569.28,141.72
133,471764.48,3831581.21,141.89
134,471750.59,3831589.34,142.26
135,471732.4,3831590.61,142.79
136,471719.77,3831599.01,143.22
137,471694.82,3831601.26,143.85
138,471677.52,3831607.28,143.94
139,471649.357,3831609.255,144
140,471619.7,3831596.24,144.6
141,471596.45,3831590.21,144.94
142,471571.476,3831580.084,145.11
143,471565.77,3831574.1,145.45
144,471552.25,3831565.85,145.88
145,471541.04,3831561.16,145.86
146,471552.046,3831547.62,136.92
147,471529.802,3831546.822,147.15
148,471532.24,3831530.23,140.84
149,471515.85,3831526.471,148
150,471587.66,3831633.95,146.22
151,471509.45,3831643.46,147.6
152,471514.15,3831661.09,147.24
153,471493.04,3831660.03,147.52
154,471476.6,3831677.24,147.66
155,471489.38,3831694.15,147.12
156,471539.92,3831642.113,147.35
157,471530.17,3831650.98,147.21
158,471529.7,3831672.51,146.95
159,471547.56,3831668.23,141.6
160,471546.195,3831690.342,147.14
161,471556.01,3831688.92,143.96
162,471543.093,3831781.044,140.02
163,471513.01,3831770.65,143.73
164,471522.78,3831747.64,142.97
165,471517.48,3831738.46,141.01
166,471511.84,3831748.79,141.11
167,471509.516,3831733.7,141.62
168,471523.78,3831727.92,141.97
169,471529.7,3831774.27,142.28
170,471525.9,3831761.3,142.2
171,471528.65,3831744.65,143.07
172,471541.25,3831753.66,138.64
173,471552.63,3831740.79,138.5
174,471565.05,3831722.79,138.52
175,471564.99,3831707.02,139.12
176,471546.34,3831708.11,146.99
177,471537.14,3831709.09,147.07
178,471518.114,3831717.801,147.1
179,471487.08,3831784.18,146.56
180,471483.77,3831773.47,147.08
181,471485.28,3831759.07,146.86
182,471479.83,3831713.86,147.41
183,471498.66,3831712.74,147.1
184,471496.6,3831723.43,147.13
185,471494.305,3831728.998,147.1
186,471488.709,3831745.5,147
187,471494.625,3831797.972,143.33
188,471509.34,3831794.8,143.35
189,471533.989,3831787.827,141.29
190,471552.894,3831786.811,138.36
191,471511.23,3831804.6,142.84
192,471539.6,3831804.65,139.66
193,471566.16,3831801.67,138.01
194,471826.58,3831682.79,134.77
195,471808.21,3831674.61,135.47
196,471663.11,3831796.1,141.8
197,471613.607,3831780.336,137.11
198,471597.66,3831777.14,137.11
199,471615.44,3831792.88,137.11
200,471599.22,3831794.42,137.19
201,471633.78,3831675.2,139.39
202,471624.9,3831702.19,139
203,471609.17,3831666.04,139.68
204,471596.13,3831699.37,138.74
205,471596.94,3831728.45,137.58
206,471685.75,3831784.61,136.57
207,471747.07,3831790.51,141
208,471728.76,3831799.03,137.66
209,471719.078,3831786.021,132.01
210,471757.98,3831772.57,140.86
211,471742.62,3831768.55,138.94
212,471753.12,3831760.42,140.95
213,471750.79,3831741.72,141.21
214,471739.04,3831738.85,139.39
215,471745.33,3831722.93,141.35
216,471736.91,3831725.14,140.16
217,471735.37,3831708.28,141.51
218,471730.21,3831711.19,139.64
219,471676.05,3831663.41,140.39
220,471759.753,3831671.604,141.11
221,471765.49,3831664.7,139.13
222,471739.52,3831680.47,141.5
223,471738.91,3831692.95,141.56
224,471747.3,3831672.18,141.41
225,471708.75,3831668.62,142.51
226,471709.32,3831685.83,137.74
227,471719.17,3831683.47,142.32
228,471713.91,3831693.72,142.36
229,471705.87,3831692.93,136.15
