APPROX_POSITION£º  -2279828.8823,   5004706.5099,   3219777.4476  (m)
PRN,s:, Satposition(X),   Satposition(Y),   Satposition(Z),      Sat Clock(m),   Elevation(¡ã),             CL(m),       Trop Delay(m)
Satellite Number:  9,  GPS time£º  91290
G12,    11935487.1672 ,   11460335.8745 ,   20780097.0625 ,       52656.4879 ,        22.2599 ,  23444505.3831 ,         6.0438 
G05,     3477942.9089 ,   24521280.2970 ,   -9417748.1442 ,     -118312.5325 ,        16.5603 ,  24071538.7341 ,         7.9809 
G23,   -22653062.0300 ,   -1902230.2636 ,   14153058.1782 ,        5744.1871 ,        17.8898 ,  24125354.2341 ,         7.4202 
G17,   -17929748.6507 ,   15326474.8474 ,   12205809.2320 ,      -15738.8233 ,        61.3490 ,  20805326.1251 ,         2.6273 
G04,    -5304280.1870 ,   15174553.2763 ,   20802964.3384 ,        1324.8984 ,        61.1144 ,  20535028.1951 ,         2.6332 
G28,   -12672053.6284 ,   18803711.4398 ,  -13092650.2539 ,       95551.0197 ,        15.2427 ,  23663790.7191 ,         8.6302 
G20,   -14870871.0380 ,   -7407146.2529 ,   20545317.6308 ,       44011.7435 ,         8.2770 ,  24710033.8201 ,        15.1910 
G10,    -9121753.6327 ,   23457305.4262 ,    7444912.5834 ,      -32079.8380 ,        71.2049 ,  20160720.1021 ,         2.4361 
G02,     9950300.9879 ,   20480013.1710 ,   14326559.8905 ,      140434.0208 ,        36.3092 ,  22496326.0861 ,         3.8861 
Satellite Number:  10,  GPS time£º  91620
G13,   -25892431.2180 ,    4841980.6932 ,    3830755.8345 ,       14190.8047 ,        21.3917 ,  23606851.9691 ,         6.2727 
G12,    11919972.6066 ,   11537865.1807 ,   20746764.1327 ,       52656.5753 ,        22.4030 ,  23431661.7191 ,         6.0078 
G05,     3464109.6278 ,   24555488.1453 ,   -9332501.2083 ,     -118312.5332 ,        16.7622 ,  24051281.7581 ,         7.8901 
G23,   -22605805.3064 ,   -1927289.6464 ,   14224332.9758 ,        5744.1703 ,        17.8892 ,  24125086.3671 ,         7.4205 
G17,   -17974848.5723 ,   15335368.4670 ,   12125793.6468 ,      -15738.8675 ,        61.2283 ,  20809310.6331 ,         2.6304 
G04,    -5370662.2085 ,   15126704.2388 ,   20821254.8890 ,        1324.8784 ,        61.0787 ,  20536940.2661 ,         2.6341 
G28,   -12667210.5285 ,   18750513.0671 ,  -13170342.2878 ,       95551.0404 ,        15.0224 ,  23684293.6951 ,         8.7495 
G20,   -14861805.5102 ,   -7486556.1019 ,   20523518.4618 ,       44011.7974 ,         8.0914 ,  24730112.7270 ,        15.5022 
G10,    -9127829.9008 ,   23425758.5316 ,    7533725.3349 ,      -32079.8297 ,        71.4728 ,  20152728.1411 ,         2.4322 
G02,     9903774.5870 ,   20453713.5120 ,   14395900.1993 ,      140434.1014 ,        36.4240 ,  22487399.3051 ,         3.8756 

